Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8545381,0.49659583,0.87687653,0.53159416,0.33238843
20.00,0.59404904,0.24660742,0.64325154,0.28259233,0.110482074
30.00,0.35791087,0.122464225,0.41607812,0.15022443,0.036722966
40.00,0.193889,0.060815223,0.24683705,0.07985843,0.012206289
50.00,0.09499645,0.030200586,0.13297404,0.042452272,0.004057229
60.00,0.04377807,0.014997485,0.068334684,0.022567378,0.001348576
70.00,0.016635146,0.007447689,0.030634718,0.011996686,4.4825108E-4
80.00,0.0065128817,0.0036984913,0.013214219,0.0063773682,1.4899348E-4
90.00,0.0026383095,0.0018366554,0.005767057,0.0033901716,4.952371E-5
100.00,2.6769066E-4,9.120754E-4,0.0015090365,0.0018021953,1.6461108E-5
110.00,0.0,4.5293284E-4,4.971004E-4,9.580365E-4,5.4714824E-6
120.00,0.0,2.2492457E-4,4.466419E-5,5.092866E-4,1.8186574E-6
130.00,0.0,1.1169661E-4,1.847482E-5,2.7073376E-4,6.045007E-7
140.00,0.0,5.546807E-5,0.0,1.4392048E-4,2.0092905E-7
