Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0017279472,0.0012068207,0.0,0.0
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.4592507E-4,2.252245E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0016761734,0.001276063,0.0015143807,0.0013410379
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],0.001054889,8.814625E-4,8.08964E-4,7.5268425E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.001999759,0.0013205934,0.0012619839,0.0011136299
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.924732E-4,5.4019573E-4,5.63039E-4,5.2710366E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.019214513,0.00951722,0.0057662954,0.005161883
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0022845143,0.0018584298,0.0018767965,0.001767783
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010678325,9.419055E-4,0.001145493,0.0010401411
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0018056077,0.0011382826,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0024657224,0.0020591086,0.0,0.0
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0028928553,0.0021280705,0.0,0.0
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.012833405,0.008198313,0.0,0.0
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0038765555,0.00279019,0.0,0.0
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.012490405,0.008896029,0.0,0.0
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.012794575,0.008435451,0.0,0.0
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0066723353,0.0045991973,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],3.3652902E-4,2.6015652E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0074295253,0.0045109782,0.0,0.0
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.005190313,0.0029633392,0.0,0.0
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.008186716,0.006027313,0.0043101604,0.0040555126
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0019350419,0.0010883982,0.0,0.0
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0094487,0.007987877,0.009552247,0.008796882
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0041289525,0.002346478,0.00381831,0.002263007
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.007927847,0.0060197953,0.0054103513,0.0050805914
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.007927847,0.0060197953,0.0054944837,0.005104662
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0061028246,0.0057215034,0.006154598,0.0059580537
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.005591559,0.0038016192,0.0055009555,0.0043209363
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0046855197,0.0030475457,0.0023039295,0.0013026844
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.005319747,0.0028648726,0.0023298163,0.0021998703
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.007733696,0.0063811936,0.006342278,0.0061438526
