Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.85148704,0.4900681,0.8748085,0.52744067,0.33238843
20.00,0.58638406,0.24016675,0.63762206,0.27819365,0.110482074
30.00,0.3530621,0.117698066,0.41243482,0.14673065,0.036722966
40.00,0.18800081,0.057680067,0.24184127,0.07739171,0.012206289
50.00,0.09369448,0.028267162,0.13338336,0.040819533,0.004057229
60.00,0.04395756,0.013852835,0.06859326,0.021529883,0.001348576
70.00,0.019793747,0.0067888326,0.033787355,0.011355735,4.4825108E-4
80.00,0.008102145,0.0033269902,0.015279022,0.0059894766,1.4899348E-4
90.00,0.003473618,0.0016304519,0.0066463705,0.0031590937,4.952371E-5
100.00,8.842813E-4,7.9903245E-4,0.0024561856,0.0016662345,1.6461108E-5
110.00,0.0,3.915803E-4,3.5328692E-4,8.788398E-4,5.4714824E-6
120.00,0.0,1.9190102E-4,4.8281487E-5,4.6353586E-4,1.8186574E-6
130.00,0.0,9.4044575E-5,1.595399E-5,2.4448766E-4,6.045007E-7
140.00,0.0,4.6088247E-5,0.0,1.2895273E-4,2.0092905E-7
