Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,284.20,0.0035186005,793,304.49,0.003284205,740.2
SSanAndreasIndio,277.37,0.0036053,232.98,0.0042922334,968,240.04,0.0041658916,939.49
SSAFMCreek1000Palms,261.33,0.0038266,2782.65,3.5936924E-4,80,3644.20,2.74409E-4,60.89
NSanAndreasFortRoss,306.28,0.003265,244.73,0.004086109,920,247.40,0.0040420936,910.08
NSanAndreasNorthCoast,263.87,0.0037898,242.62,0.004121679,928,245.80,0.0040684165,915.99
CalaverasfaultNorth,618.05,0.001618,353.02,0.0028326688,639,422.18,0.0023686653,534.38
ElsinoreTemecula,1019.16,9.812E-4,892.88,0.0011199693,253,915.58,0.0010921984,246.74
ElsinoreWhittier,3196.93,3.128E-4,1968.11,5.081021E-4,114,2027.24,4.932807E-4,110.65
SSAFCarrizoBidart,114.71,0.0087179,162.29,0.0061616236,1388,164.81,0.0060676713,1366.84
SanJacintoHogLake,311.78,0.0032074,388.75,0.0025723707,579,393.62,0.0025405497,571.82
PuenteHills,3506.31,2.852E-4,7229.59,1.3832045E-4,31,7583.43,1.318664E-4,29.49
SanGregorioNorth,1019.06,9.813E-4,475.11,0.0021047753,475,486.99,0.0020534513,463.4
SanJacintoSuperstition,508.26,0.0019675,1668.96,5.991767E-4,135,1714.36,5.8330735E-4,131.43
SSanAndreasWrightwood,106.04,0.0094304,189.43,0.0052788607,1189,191.50,0.0052218065,1176.16
SSanAndreasPitmanCanyon,173.48,0.0057643,187.07,0.005345513,1204,198.88,0.0050280704,1132.56
SSanAndreasPlungeCreek,205.36,0.0048695,546.33,0.0018303831,413,610.71,0.0016374253,369.45
FrazierMountianSSAF,148.57,0.0067307,145.98,0.0068501974,1543,150.91,0.006626271,1492.57
NSanAndreasSantaCruzSeg,109.84,0.0091041,226.24,0.004420117,996,240.10,0.004164996,938.44
RodgersCreek,325.31,0.003074,453.88,0.0022032103,496,474.54,0.0021072945,474.43
GreenValleyMasonRoad,293.31,0.0034094,4119.66,2.427386E-4,53,4372.78,2.2868771E-4,49.91
HaywardfaultNorth,318.34,0.0031413,492.63,0.0020299351,457,502.68,0.0019893383,447.86
HaywardfaultSouth,167.57,0.0059677,560.19,0.0017850965,402,581.92,0.0017184558,387.03
Compton,2658.16,3.762E-4,7478.89,1.3370976E-4,30,7881.57,1.268782E-4,28.46
SSanAndreasCoachella,178.45,0.0056037,236.40,0.0042300913,954,245.09,0.004080188,920.17
ElsinoreGlenIvy,179.12,0.0055828,730.54,0.0013688514,309,761.83,0.0013126323,296.27
GarlockCentralallevents,1434.93,6.969E-4,803.92,0.0012439096,281,814.42,0.001227873,277.37
NSanAndreasAlderCreek,869.64,0.0011499,243.94,0.0040994477,923,246.62,0.004054902,912.94
SSanAndreasPallettCreek,149.30,0.006698,189.12,0.005287748,1191,191.11,0.0052325153,1178.57
GarlockWesternallevents,1230.16,8.129E-4,1045.47,9.565098E-4,215,1063.81,9.4001426E-4,211.28
ElsinoreFaultJulian,3250.98,3.076E-4,1558.49,6.4164755E-4,144,1579.26,6.332072E-4,142.08
TOTAL,9.08,0.1101451,21.80,0.045873046,10336,22.58,0.04428384,9977.93
