Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9734504,0.75308365,0.9774576,0.769829,0.72878754
20.00,0.8969379,0.567135,0.9106479,0.59263664,0.53113127
30.00,0.7947592,0.4271001,0.82015055,0.45622885,0.3870819
40.00,0.67756706,0.3216421,0.71456033,0.3512182,0.28210047
50.00,0.55398214,0.2422234,0.60000914,0.27037793,0.2055913
60.00,0.43367338,0.18241449,0.48649877,0.20814478,0.14983238
70.00,0.3243893,0.13737336,0.37923497,0.16023588,0.10919597
80.00,0.22850855,0.103453636,0.2822293,0.12335423,0.079580665
90.00,0.15652838,0.07790924,0.20552398,0.09496166,0.057997398
100.00,0.10135372,0.058672175,0.14274983,0.07310423,0.04226778
110.00,0.057341844,0.044185057,0.09016678,0.05627776,0.030804234
120.00,0.031295184,0.033275045,0.054187484,0.04332425,0.022449743
130.00,0.012755237,0.025058892,0.026840484,0.033352263,0.016361093
140.00,0.0043870304,0.018871441,0.010982471,0.025675537,0.011923761
150.00,0.0010440275,0.014211774,0.003680009,0.019765774,0.008689889
160.00,4.8601287E-4,0.010702655,0.0017670197,0.015216265,0.0063330824
170.00,0.0,0.008059994,6.3477433E-4,0.011713921,0.0046154717
180.00,0.0,0.0060698497,3.2010235E-4,0.009017716,0.0033636983
190.00,0.0,0.004571105,1.5617925E-4,0.0069420994,0.0024514215
200.00,0.0,0.0034424243,8.029933E-5,0.0053442293,0.0017865654
210.00,0.0,0.0025924335,1.4626372E-5,0.0041141426,0.0013020267
220.00,0.0,0.0019523192,7.732373E-6,0.0031671862,9.489008E-4
230.00,0.0,0.0014702597,0.0,0.0024381916,6.915471E-4
