Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97253424,0.7495118,0.9765843,0.7669163,0.72878754
20.00,0.8957992,0.56176794,0.90992916,0.5881605,0.53113127
30.00,0.79296356,0.42105168,0.81924397,0.4510699,0.3870819
40.00,0.6708147,0.3155832,0.708654,0.3459328,0.28210047
50.00,0.5393456,0.23653331,0.5886361,0.2653015,0.2055913
60.00,0.4226154,0.17728451,0.47741514,0.20346403,0.14983238
70.00,0.31417406,0.13287683,0.37050924,0.15603988,0.10919597
80.00,0.2266621,0.099592745,0.28089476,0.11966952,0.079580665
90.00,0.15010194,0.07464594,0.19800438,0.0917765,0.057997398
100.00,0.09484902,0.055948008,0.13402972,0.07038489,0.04226778
110.00,0.051529817,0.041933693,0.08245529,0.053979315,0.030804234
120.00,0.02534578,0.031429797,0.045994703,0.041397616,0.022449743
130.00,0.007484233,0.023557002,0.019363169,0.031748503,0.016361093
140.00,0.0014678707,0.01765625,0.00746228,0.024348443,0.011923761
150.00,4.133216E-4,0.013233568,0.0028846425,0.018673217,0.008689889
160.00,0.0,0.009918715,0.0011686226,0.014320794,0.0063330824
170.00,0.0,0.007434194,5.9917616E-4,0.01098285,0.0046154717
180.00,0.0,0.005572016,2.8497685E-4,0.008422926,0.0033636983
190.00,0.0,0.0041762916,1.680803E-4,0.0064596785,0.0024514215
200.00,0.0,0.0031301796,8.639959E-5,0.0049540326,0.0017865654
210.00,0.0,0.0023461066,4.0546634E-5,0.003799328,0.0013020267
220.00,0.0,0.0017584345,1.3095721E-5,0.0029137665,9.489008E-4
230.00,0.0,0.0013179674,0.0,0.002234615,6.915471E-4
