Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.84895974,0.4883443,0.87256426,0.5250559,0.33238843
20.00,0.5796975,0.23848018,0.63049674,0.2756837,0.110482074
30.00,0.3571714,0.11646044,0.41487673,0.14474936,0.036722966
40.00,0.19311184,0.056872796,0.24518125,0.0760015,0.012206289
50.00,0.093012676,0.027773507,0.13283716,0.039905038,0.004057229
60.00,0.041764334,0.013563035,0.067142434,0.020952374,0.001348576
70.00,0.016647128,0.006623431,0.030990198,0.011001168,4.4825108E-4
80.00,0.005945894,0.003234515,0.013249765,0.005776228,1.4899348E-4
90.00,0.002333275,0.001579557,0.0058125826,0.0030328427,4.952371E-5
100.00,0.0012434997,7.713677E-4,0.0024507695,0.0015924119,1.6461108E-5
110.00,5.898455E-4,3.7669303E-4,8.736155E-4,8.3610526E-4,5.4714824E-6
120.00,2.7316695E-4,1.8395591E-4,3.8245737E-4,4.39002E-4,1.8186574E-6
130.00,0.0,8.9833826E-5,1.4087593E-4,2.3050059E-4,6.045007E-7
140.00,0.0,4.3869837E-5,0.0,1.21025696E-4,2.0092905E-7
