Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.005002678,0.0030597593,0.003146612,0.0027043154
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.1750774E-4,2.1307693E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0024795884,0.0018237323,0.0018850671,0.0017635444
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],4.49516E-4,4.3295143E-4,4.49516E-4,4.4502085E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0014790527,0.0011972244,0.0012035428,0.0011767874
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.6702376E-4,6.0036936E-4,5.365191E-4,5.225026E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.005640701,0.0053605232,0.0055826986,0.0054809945
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0010295367,9.952442E-4,9.860351E-4,9.6566166E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.99032E-4,8.4293843E-4,7.5402687E-4,7.3774124E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],1.3050465E-4,9.470305E-5,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0014500517,0.0013036897,0.0014210506,0.0013903131
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0017545625,0.0015438191,0.0015370548,0.0014564887
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004234151,0.004147985,0.0042051496,0.004145244
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0034946245,0.003184743,0.003451123,0.00335965
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004292153,0.004240312,0.004292153,0.0042359945
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0046111643,0.0044718534,0.0044806595,0.0044179177
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.003712132,0.0035715692,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.4650877E-4,2.3450374E-4,1.3050465E-4,1.2736037E-4
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.002131576,0.002026765,0.0020010713,0.0019576368
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0022330794,0.0019409726,0.0019430692,0.0018704097
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.004524161,0.004010453,0.004118147,0.0038931472
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0043066535,0.0024702486,0.002610093,0.0021367087
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.010222864,0.008543938,0.0082942955,0.007832528
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0065832343,0.0033190278,0.004466159,0.0032705155
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.011034893,0.0071973926,0.0073227608,0.006735428
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.011034893,0.0071973926,0.007859279,0.0072039687
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.006597735,0.006281973,0.0063947276,0.006243832
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0076272716,0.005745849,0.0073517617,0.006541544
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0027260971,0.0024715627,0.0024215863,0.002316687
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0018850671,0.0016043963,0.0018850671,0.0018484177
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.011020392,0.009213961,0.008859815,0.0083633335
