Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,224.12,0.004461806,308,306.03,0.003267703,225.33
SSanAndreasIndio,277.37,0.0036053,127.20,0.007861829,542,138.70,0.007209588,497.05
SSAFMCreek1000Palms,261.33,0.0038266,530.24,0.0018859446,130,539.69,0.0018529168,127.71
NSanAndreasFortRoss,306.28,0.003265,233.55,0.0042817798,296,236.57,0.004227087,292.2
NSanAndreasNorthCoast,263.87,0.0037898,222.97,0.0044849827,310,226.03,0.0044242432,305.78
CalaverasfaultNorth,618.05,0.001618,318.13,0.0031434011,217,369.34,0.0027075394,187.01
ElsinoreTemecula,1019.16,9.812E-4,817.78,0.0012228301,84,842.36,0.0011871404,81.55
ElsinoreWhittier,3196.93,3.128E-4,1865.20,5.361352E-4,37,1910.20,5.235058E-4,36.14
SSAFCarrizoBidart,114.71,0.0087179,120.70,0.008285199,572,127.80,0.007824955,540.27
SanJacintoHogLake,311.78,0.0032074,245.53,0.004072828,281,259.90,0.0038475632,265.45
PuenteHills,3506.31,2.852E-4,6803.70,1.4697887E-4,9,6944.46,1.439997E-4,8.81
SanGregorioNorth,1019.06,9.813E-4,503.78,0.0019849928,137,515.02,0.0019416872,134.02
SanJacintoSuperstition,508.26,0.0019675,383.67,0.002606383,180,469.18,0.0021313836,147.02
SSanAndreasWrightwood,106.04,0.0094304,112.85,0.008860991,611,119.61,0.008360577,576.52
SSanAndreasPitmanCanyon,173.48,0.0057643,135.87,0.0073601906,507,152.81,0.00654414,450.72
SSanAndreasPlungeCreek,205.36,0.0048695,412.01,0.0024271063,168,430.93,0.0023205725,160.66
FrazierMountianSSAF,148.57,0.0067307,179.02,0.0055858167,385,182.38,0.0054831975,377.92
NSanAndreasSantaCruzSeg,109.84,0.0091041,289.95,0.003448907,238,297.40,0.0033624792,232.03
RodgersCreek,325.31,0.003074,515.91,0.0019383151,134,536.13,0.0018652192,128.92
GreenValleyMasonRoad,293.31,0.0034094,68963.06,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,700.83,0.0014268878,98,716.29,0.0013960758,95.8
HaywardfaultSouth,167.57,0.0059677,628.39,0.0015913586,109,665.57,0.0015024749,102.95
SSanAndreasCoachella,178.45,0.0056037,144.26,0.006931779,478,155.13,0.0064462074,444.5
ElsinoreGlenIvy,179.12,0.0055828,557.68,0.0017931507,124,584.24,0.001711612,118.37
GarlockCentralallevents,1434.93,6.969E-4,1006.86,9.931856E-4,68,1025.81,9.7483717E-4,66.75
NSanAndreasAlderCreek,869.64,0.0011499,237.57,0.004209207,291,241.14,0.00414695,286.68
SSanAndreasPallettCreek,149.30,0.006698,154.49,0.006472895,446,158.66,0.006302798,434.3
GarlockWesternallevents,1230.16,8.129E-4,1334.96,7.4908574E-4,52,1360.77,7.348772E-4,50.97
ElsinoreFaultJulian,3250.98,3.076E-4,2180.12,4.58691E-4,31,2202.87,4.5395346E-4,30.67
TOTAL,9.11,0.1097689,15.09,0.06625668,4569,16.03,0.062400103,4303.04
