Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,339.44,0.0029460185,96,362.58,0.0027580115,89.9
SSanAndreasIndio,277.37,0.0036053,259.47,0.0038540035,125,265.47,0.0037668915,122.14
SSAFMCreek1000Palms,261.33,0.0038266,2713.20,3.6856814E-4,11,3273.93,3.0544365E-4,9.08
NSanAndreasFortRoss,306.28,0.003265,347.97,0.002873811,93,351.64,0.0028438033,92.01
NSanAndreasNorthCoast,263.87,0.0037898,322.37,0.0031019815,101,325.38,0.0030733268,99.91
CalaverasfaultNorth,618.05,0.001618,514.98,0.0019418093,62,679.72,0.0014711999,46.46
ElsinoreTemecula,1019.16,9.812E-4,1235.66,8.092852E-4,27,1248.02,8.012693E-4,26.71
ElsinoreWhittier,3196.93,3.128E-4,3033.61,3.296402E-4,11,3053.73,3.2746806E-4,10.91
SSAFCarrizoBidart,114.71,0.0087179,255.68,0.0039111674,128,258.91,0.003862279,126.38
SanJacintoHogLake,311.78,0.0032074,693.45,0.0014420637,47,699.99,0.0014285836,46.57
PuenteHills,3506.31,2.852E-4,10004.97,9.995028E-5,3,10151.08,9.851171E-5,2.94
SanGregorioNorth,1019.06,9.813E-4,720.98,0.0013870085,45,732.76,0.0013646944,44.28
SanJacintoSuperstition,508.26,0.0019675,2367.10,4.224574E-4,13,2387.15,4.1891044E-4,12.89
SSanAndreasWrightwood,106.04,0.0094304,295.19,0.0033876263,111,298.09,0.0033546467,109.9
SSanAndreasPitmanCanyon,173.48,0.0057643,289.92,0.0034492195,113,296.35,0.0033743803,110.56
SSanAndreasPlungeCreek,205.36,0.0048695,779.17,0.0012834128,41,849.44,0.0011772475,37.68
FrazierMountianSSAF,148.57,0.0067307,231.94,0.0043115243,141,237.30,0.004214145,137.83
NSanAndreasSantaCruzSeg,109.84,0.0091041,325.14,0.0030756157,100,333.54,0.002998126,97.45
RodgersCreek,325.31,0.003074,605.56,0.0016513749,54,620.96,0.001610408,52.58
GreenValleyMasonRoad,293.31,0.0034094,4060.51,2.4627446E-4,8,4312.52,2.3188286E-4,7.45
HaywardfaultNorth,318.34,0.0031413,583.30,0.0017143968,56,596.83,0.0016755268,54.74
HaywardfaultSouth,167.57,0.0059677,853.07,0.0011722393,38,881.12,0.0011349207,36.79
Compton,2658.16,3.762E-4,6193.03,1.6147176E-4,3,6369.08,1.5700854E-4,2.89
SSanAndreasCoachella,178.45,0.0056037,265.90,0.0037607613,122,275.59,0.0036285294,117.71
ElsinoreGlenIvy,179.12,0.0055828,949.27,0.0010534404,34,976.19,0.0010243953,33.04
GarlockCentralallevents,1434.93,6.969E-4,1160.62,8.616051E-4,27,1172.30,8.5302576E-4,26.72
NSanAndreasAlderCreek,869.64,0.0011499,347.97,0.002873811,93,351.25,0.0028469472,92.14
SSanAndreasPallettCreek,149.30,0.006698,295.19,0.0033876263,111,298.50,0.0033500476,109.76
GarlockWesternallevents,1230.16,8.129E-4,1495.59,6.68633E-4,22,1511.75,6.614855E-4,21.72
ElsinoreFaultJulian,3250.98,3.076E-4,2667.79,3.7484238E-4,12,2687.63,3.7207437E-4,11.89
TOTAL,9.08,0.1101451,30.98,0.03227483,1049,32.06,0.03119541,1013.95
