Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.007107846,0.00454339,0.0023392912,0.0020890732
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],3.5989092E-4,2.8182834E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014170705,0.0011662376,0.0011696456,0.0011309929
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],3.3739774E-4,3.2790282E-4,3.5989092E-4,3.49893E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0014620569,9.575576E-4,0.0011246592,7.083115E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],3.5989092E-4,3.4107716E-4,3.5989092E-4,3.524703E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.01052681,0.007785231,0.0070853527,0.0060821855
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],9.897001E-4,9.783444E-4,9.897001E-4,9.79803E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010346865,8.0845953E-4,7.647682E-4,7.4952777E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],3.3739774E-4,2.737046E-4,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0016869887,0.0015472709,0.0016869887,0.0016004279
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0014170705,0.0013516604,0.001349591,0.0013295984
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0033739775,0.0033398492,0.0033739775,0.0033373104
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.003171539,0.0027962024,0.0028791274,0.0027959214
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0033514842,0.0033178737,0.0033514842,0.0033148369
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0035089366,0.0034225332,0.0034864433,0.0034227641
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0033514842,0.0033108317,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.5745228E-4,1.5237764E-4,4.4986366E-5,4.4536504E-5
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0027891546,0.0024391985,0.0021818387,0.002071713
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.002451757,0.002116611,0.002226825,0.002090309
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020243865,0.0019830558,0.0020243865,0.0020041426
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0047460617,0.0026365316,0.0045886096,0.003237792
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0057357615,0.0055637676,0.0056457887,0.0055448557
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0031490456,0.0021149057,0.0012821114,0.0011483548
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005533323,0.004305893,0.0048585273,0.0043832334
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005533323,0.004305893,0.004813541,0.004030473
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.003441457,0.0034011998,0.003441457,0.0034059493
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0042512114,0.0037561886,0.0040037865,0.0038072146
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.002204332,0.002020673,0.0021593457,0.0021216923
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0017769615,0.0015672231,0.001844441,0.001428571
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0034189639,0.0033672368,0.0034189639,0.003384774
