Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,774.51,0.0012911395,57,860.32,0.001162355,51.38
SSanAndreasIndio,277.37,0.0036053,207.05,0.004829833,214,247.72,0.004036791,178.82
SSAFMCreek1000Palms,261.33,0.0038266,499.12,0.0020035196,89,632.55,0.0015808997,70.01
NSanAndreasFortRoss,306.28,0.003265,299.93,0.0033341544,149,303.06,0.0032997134,147.46
NSanAndreasNorthCoast,263.87,0.0037898,288.24,0.0034693228,155,292.81,0.0034151257,152.58
CalaverasfaultNorth,618.05,0.001618,500.90,0.001996388,88,536.60,0.0018635689,82.09
ElsinoreTemecula,1019.16,9.812E-4,1548.10,6.459519E-4,28,1625.73,6.151097E-4,26.69
ElsinoreWhittier,3196.93,3.128E-4,2889.66,3.4606137E-4,16,2951.99,3.3875502E-4,15.63
SSAFCarrizoBidart,114.71,0.0087179,176.14,0.0056773904,251,179.38,0.0055746054,246.46
SanJacintoHogLake,311.78,0.0032074,496.75,0.0020130868,90,501.88,0.0019925034,89.09
PuenteHills,3506.31,2.852E-4,19404.85,5.1533505E-5,2,19404.85,5.1533505E-5,2
SanGregorioNorth,1019.06,9.813E-4,456.24,0.002191819,97,480.23,0.0020823295,92.19
SanJacintoSuperstition,508.26,0.0019675,214.57,0.004660575,206,344.22,0.002905116,127.89
SSanAndreasWrightwood,106.04,0.0094304,290.97,0.0034367852,152,294.25,0.0033985274,150.3
SSanAndreasPitmanCanyon,173.48,0.0057643,248.23,0.0040285494,178,261.39,0.003825772,169.02
SSanAndreasPlungeCreek,205.36,0.0048695,460.19,0.002173015,96,468.37,0.0021350519,94.33
FrazierMountianSSAF,148.57,0.0067307,140.59,0.007112712,315,163.70,0.006108653,270.36
NSanAndreasSantaCruzSeg,109.84,0.0091041,348.28,0.0028712286,128,359.42,0.0027822605,124.02
RodgersCreek,325.31,0.003074,448.33,0.0022304817,99,475.63,0.0021024966,93.35
GreenValleyMasonRoad,293.31,0.0034094,44457.91,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,595.42,0.0016794887,74,620.17,0.001612461,71.04
HaywardfaultSouth,167.57,0.0059677,736.71,0.001357395,60,747.77,0.0013373089,59.06
SSanAndreasCoachella,178.45,0.0056037,211.01,0.0047391313,210,228.07,0.004384573,194.21
ElsinoreGlenIvy,179.12,0.0055828,861.66,0.0011605549,52,903.36,0.0011069735,49.4
GarlockCentralallevents,1434.93,6.969E-4,997.36,0.0010026437,44,1005.68,9.943505E-4,43.62
NSanAndreasAlderCreek,869.64,0.0011499,297.91,0.0033566826,150,301.44,0.0033174425,148.25
SSanAndreasPallettCreek,149.30,0.006698,289.06,0.0034595453,153,291.92,0.0034255602,151.49
GarlockWesternallevents,1230.16,8.129E-4,1307.41,7.648726E-4,34,1329.98,7.51893E-4,33.44
ElsinoreFaultJulian,3250.98,3.076E-4,2876.08,3.476956E-4,15,2895.53,3.453595E-4,14.87
TOTAL,9.11,0.1097689,22.82,0.0438171,1946,24.93,0.04011213,1781.54
