Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8842162,0.54153234,0.89986235,0.57124144,0.33238843
20.00,0.66697055,0.2932573,0.7041522,0.3263168,0.110482074
30.00,0.45482007,0.15880832,0.50191736,0.18640569,0.036722966
40.00,0.27951387,0.08599984,0.3260076,0.106482655,0.012206289
50.00,0.16837479,0.046571698,0.20607698,0.060827307,0.004057229
60.00,0.09089209,0.025220081,0.11893077,0.03474708,0.001348576
70.00,0.04333023,0.01365749,0.061684467,0.019848973,4.4825108E-4
80.00,0.02126317,0.0073959725,0.032378193,0.011338556,1.4899348E-4
90.00,0.008228584,0.0040051583,0.015067464,0.0064770533,4.952371E-5
100.00,0.004151807,0.002168923,0.008443022,0.0036999614,1.6461108E-5
110.00,0.0017002766,0.001174542,0.003590798,0.0021135714,5.4714824E-6
120.00,0.00106002,6.3605246E-4,0.0018895947,0.0012073596,1.8186574E-6
130.00,4.5553647E-4,3.44443E-4,7.26111E-4,6.8969384E-4,6.045007E-7
140.00,3.3123462E-4,1.8652703E-4,5.56232E-4,3.9398173E-4,2.0092905E-7
150.00,0.0,1.01010424E-4,1.3294279E-4,2.250587E-4,6.678649E-8
160.00,0.0,5.4700413E-5,8.915772E-6,1.2856285E-4,2.2199057E-8
170.00,0.0,2.9622042E-5,0.0,7.344043E-5,7.37871E-9
