Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,535.72,0.0018666406,873,577.95,0.0017302511,809.11
SSanAndreasIndio,277.37,0.0036053,311.66,0.0032086745,1501,318.01,0.0031445546,1470.94
SSAFMCreek1000Palms,261.33,0.0038266,2109.96,4.739435E-4,222,2686.56,3.7222335E-4,174.23
NSanAndreasFortRoss,306.28,0.003265,275.42,0.003630865,1698,278.28,0.0035935347,1680.52
NSanAndreasNorthCoast,263.87,0.0037898,276.07,0.0036223067,1694,279.50,0.0035777625,1673.14
CalaverasfaultNorth,618.05,0.001618,649.91,0.0015386638,719,758.07,0.0013191429,616.31
ElsinoreTemecula,1019.16,9.812E-4,1088.34,9.1882923E-4,429,1118.36,8.941626E-4,417.49
ElsinoreWhittier,3196.93,3.128E-4,2582.48,3.872247E-4,181,2671.95,3.7425893E-4,174.96
SSAFCarrizoBidart,114.71,0.0087179,174.61,0.0057271114,2679,177.43,0.0056359866,2636.38
SanJacintoHogLake,311.78,0.0032074,486.47,0.0020556308,961,491.90,0.0020329354,950.39
PuenteHills,3506.31,2.852E-4,7396.01,1.3520804E-4,64,7693.09,1.2998674E-4,61.53
SanGregorioNorth,1019.06,9.813E-4,622.71,0.0016058732,751,639.55,0.0015636107,731.25
SanJacintoSuperstition,508.26,0.0019675,1430.96,6.9883064E-4,327,1476.92,6.770847E-4,316.8
SSanAndreasWrightwood,106.04,0.0094304,211.84,0.004720612,2208,214.06,0.0046716495,2185.1
SSanAndreasPitmanCanyon,173.48,0.0057643,221.69,0.0045107696,2109,233.26,0.0042870063,2004.38
SSanAndreasPlungeCreek,205.36,0.0048695,1512.27,6.612555E-4,309,1805.93,5.537327E-4,258.71
FrazierMountianSSAF,148.57,0.0067307,203.09,0.00492381,2303,206.45,0.0048438134,2265.59
NSanAndreasSantaCruzSeg,109.84,0.0091041,321.08,0.0031145117,1457,334.53,0.0029892253,1398.43
RodgersCreek,325.31,0.003074,693.98,0.0014409707,674,733.87,0.0013626476,637.32
GreenValleyMasonRoad,293.31,0.0034094,1643.54,6.084435E-4,284,1746.40,5.7260523E-4,267.28
HaywardfaultNorth,318.34,0.0031413,625.74,0.0015981033,747,638.11,0.0015671188,732.49
HaywardfaultSouth,167.57,0.0059677,756.57,0.0013217557,618,791.97,0.0012626767,590.39
Compton,2658.16,3.762E-4,8033.60,1.2447724E-4,59,8360.42,1.1961124E-4,56.71
SSanAndreasCoachella,178.45,0.0056037,311.86,0.0032065352,1500,317.80,0.0031466647,1471.97
ElsinoreGlenIvy,179.12,0.0055828,1109.07,9.016548E-4,421,1132.43,8.830585E-4,412.3
GarlockCentralallevents,1434.93,6.969E-4,882.18,0.001133553,530,894.94,0.0011173962,522.45
NSanAndreasAlderCreek,869.64,0.0011499,274.12,0.0036479817,1706,276.96,0.0036105833,1688.5
SSanAndreasPallettCreek,149.30,0.006698,211.74,0.0047227507,2209,213.89,0.004675369,2186.83
GarlockWesternallevents,1230.16,8.129E-4,1282.46,7.7974924E-4,365,1302.02,7.680385E-4,359.51
ElsinoreFaultJulian,3250.98,3.076E-4,1795.33,5.569999E-4,261,1838.19,5.4401206E-4,254.87
TOTAL,9.08,0.1101451,27.31,0.036612462,17125,28.07,0.035619665,16660.14
