Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.002244967,0.0014235564,0.0015372679,0.0013207195
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.3469801E-4,1.3078189E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014132601,0.0011126905,9.108152E-4,8.899352E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.670759E-4,6.0744944E-4,5.5803463E-4,5.445568E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011438641,9.5307006E-4,9.215055E-4,8.8952464E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.5852364E-4,5.226248E-4,3.8698956E-4,3.737634E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0049752747,0.0048032114,0.0049111326,0.004827817
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0011588306,0.0011060494,0.00113745,0.001120881
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],8.124642E-4,7.6068257E-4,7.803933E-4,7.69115E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0013683608,7.862295E-4,6.136243E-4,5.883303E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019499141,0.0016522479,0.0015971337,0.0015659065
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0023860792,0.0016455723,0.0013384279,0.0012786762
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.003686022,0.0036253806,0.003656089,0.003615547
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.004620356,0.0035983962,0.003115159,0.0029927867
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0036389846,0.00359245,0.0036304323,0.003593068
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003645399,0.0035561512,0.0036218802,0.0035776186
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0039340374,0.003740952,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.3304895E-4,1.9545719E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0020546792,0.0017595526,0.0016056859,0.001563435
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0018045258,0.0014043496,0.001441055,0.0013624768
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0020653696,0.0020151027,0.0020546792,0.0020332728
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.002114545,0.0015031496,0.0012486293,0.0011512827
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.005821948,0.0055877846,0.005719321,0.0056301286
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.003151506,0.0019552922,0.0017639026,0.0015002891
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0057984293,0.0043272325,0.0031921293,0.0031395056
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0057984293,0.0043272325,0.0032092337,0.0031456202
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004735811,0.0046602534,0.004722983,0.004674624
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0047807107,0.0031713028,0.0042440565,0.0040670326
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0010455132,6.351939E-4,6.606617E-4,5.5248954E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.002685408,0.0017006943,0.0015629246,0.0014225763
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0047272593,0.004619313,0.004720845,0.0046715746
