Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0057154605,0.0039762277,0.002198254,0.0019773904
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],3.4805687E-4,2.6964664E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0015754154,0.0012857678,0.001263996,0.0012123305
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],3.4805687E-4,3.3937686E-4,3.4805687E-4,3.445763E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013372712,9.942418E-4,0.0010441706,6.433776E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],3.6637567E-4,3.435708E-4,3.4805687E-4,3.4332613E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.011577471,0.007880941,0.0074374257,0.006276306
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.001007533,9.963218E-4,0.001007533,9.974417E-4
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010808082,8.818303E-4,8.4266404E-4,8.17673E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],2.5646295E-4,2.0826534E-4,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0017219656,0.0015380201,0.0016670092,0.001581351
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0015754154,0.0014485518,0.00135559,0.0013262613
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0032973809,0.0032545028,0.0032973809,0.0032550867
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0032424247,0.0028340353,0.0026562235,0.0026207801
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0032790622,0.0032462995,0.0032790622,0.0032454503
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0034805688,0.0034084914,0.0034805688,0.0034226081
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0032790622,0.0032407625,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.8318783E-4,1.7619842E-4,5.495635E-5,5.4252745E-5
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.002546311,0.0022663143,0.0021432976,0.002100023
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0025646295,0.002234012,0.002363123,0.0021971343
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002033385,0.0019921,0.002033385,0.002013051
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0044148266,0.0024614679,0.0041583637,0.0030672557
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0057704165,0.0055611706,0.0056055477,0.0054806736
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0035538438,0.0021662638,0.0011724021,0.0010620934
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005495635,0.0042219004,0.0048544775,0.0044085863
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005495635,0.0042219004,0.0047445646,0.0041005886
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0034805688,0.0034400632,0.0034805688,0.0034455354
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.004286595,0.0037304738,0.003975176,0.003772428
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.002289848,0.00207252,0.0021616165,0.00213399
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0016486904,0.0014980381,0.0015754154,0.0012891655
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0034988876,0.0034353617,0.0034805688,0.003445731
