Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,856.41,0.0011676694,64,947.97,0.001054886,57.84
SSanAndreasIndio,277.37,0.0036053,210.37,0.0047535533,259,243.03,0.0041146544,224.19
SSAFMCreek1000Palms,261.33,0.0038266,542.27,0.0018440908,99,675.82,0.0014796818,79.62
NSanAndreasFortRoss,306.28,0.003265,304.66,0.0032823242,179,307.57,0.003251345,177.32
NSanAndreasNorthCoast,263.87,0.0037898,286.93,0.0034851644,190,291.49,0.0034306815,187.02
CalaverasfaultNorth,618.05,0.001618,508.19,0.001967787,108,555.99,0.0017985911,98.66
ElsinoreTemecula,1019.16,9.812E-4,1689.33,5.919498E-4,32,1776.85,5.627942E-4,30.46
ElsinoreWhittier,3196.93,3.128E-4,2813.10,3.5547916E-4,19,2841.31,3.519503E-4,18.79
SSAFCarrizoBidart,114.71,0.0087179,178.12,0.005614325,306,182.21,0.0054881144,299.13
SanJacintoHogLake,311.78,0.0032074,494.39,0.002022686,111,499.41,0.0020023754,109.86
PuenteHills,3506.31,2.852E-4,14349.61,6.968831E-5,3,14483.31,6.904501E-5,2.94
SanGregorioNorth,1019.06,9.813E-4,467.46,0.0021392328,117,476.57,0.0020983114,114.75
SanJacintoSuperstition,508.26,0.0019675,238.74,0.0041886442,229,362.79,0.002756417,150.71
SSanAndreasWrightwood,106.04,0.0094304,287.59,0.003477147,190,290.67,0.0034403575,187.98
SSanAndreasPitmanCanyon,173.48,0.0057643,251.64,0.003973882,217,265.09,0.0037723077,206.01
SSanAndreasPlungeCreek,205.36,0.0048695,457.22,0.0021871186,120,465.44,0.0021485197,117.87
FrazierMountianSSAF,148.57,0.0067307,134.52,0.0074335975,406,159.59,0.006266236,342.06
NSanAndreasSantaCruzSeg,109.84,0.0091041,361.96,0.0027627118,151,370.83,0.00269664,147.33
RodgersCreek,325.31,0.003074,422.60,0.0023662995,129,454.69,0.002199298,119.93
GreenValleyMasonRoad,293.31,0.0034094,54588.78,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,608.42,0.0016435963,90,637.14,0.0015695236,85.88
HaywardfaultSouth,167.57,0.0059677,737.21,0.0013564606,74,751.19,0.001331224,72.62
SSanAndreasCoachella,178.45,0.0056037,209.56,0.004771978,260,225.62,0.004432295,241.48
ElsinoreGlenIvy,179.12,0.0055828,781.07,0.0012802978,69,827.70,0.0012081655,65.13
GarlockCentralallevents,1434.93,6.969E-4,989.88,0.0010102204,55,998.95,0.0010010535,54.5
NSanAndreasAlderCreek,869.64,0.0011499,302.96,0.0033007641,180,307.11,0.0032561275,177.57
SSanAndreasPallettCreek,149.30,0.006698,287.59,0.003477147,190,290.43,0.0034431617,188.11
GarlockWesternallevents,1230.16,8.129E-4,1187.86,8.4185036E-4,46,1223.77,8.171479E-4,44.64
ElsinoreFaultJulian,3250.98,3.076E-4,2925.86,3.4178002E-4,19,2967.07,3.370331E-4,18.75
TOTAL,9.11,0.1097689,23.08,0.043329395,2365,25.12,0.03980252,2172.25
