Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,255.68,0.003911114,78,281.95,0.003546674,70.69
SSanAndreasIndio,277.37,0.0036053,193.70,0.005162626,103,207.16,0.0048272624,96.32
SSAFMCreek1000Palms,261.33,0.0038266,2781.05,3.5957634E-4,8,3793.55,2.6360553E-4,5.52
NSanAndreasFortRoss,306.28,0.003265,294.00,0.0034013903,68,297.42,0.0033622996,67.23
NSanAndreasNorthCoast,263.87,0.0037898,294.00,0.0034013903,68,296.51,0.0033725228,67.39
CalaverasfaultNorth,618.05,0.001618,332.18,0.003010405,60,566.85,0.0017641407,35
ElsinoreTemecula,1019.16,9.812E-4,920.16,0.0010867667,21,933.45,0.00107129,20.69
ElsinoreWhittier,3196.93,3.128E-4,1858.82,5.3797703E-4,11,1955.03,5.11502E-4,10.47
SSAFCarrizoBidart,114.71,0.0087179,178.43,0.0056044087,112,181.89,0.005497814,109.88
SanJacintoHogLake,311.78,0.0032074,561.52,0.0017808672,36,567.52,0.0017620646,35.59
PuenteHills,3506.31,2.852E-4,5714.21,1.750023E-4,3,5681.85,1.7599914E-4,2.94
SanGregorioNorth,1019.06,9.813E-4,556.15,0.00179806,36,563.87,0.0017734477,35.5
SanJacintoSuperstition,508.26,0.0019675,1797.01,5.564784E-4,10,1842.44,5.427587E-4,9.77
SSanAndreasWrightwood,106.04,0.0094304,236.79,0.0042231847,85,239.21,0.0041804323,84.13
SSanAndreasPitmanCanyon,173.48,0.0057643,197.00,0.0050761714,102,205.16,0.004874187,97.94
SSanAndreasPlungeCreek,205.36,0.0048695,606.42,0.001649027,33,676.16,0.0014789463,29.63
FrazierMountianSSAF,148.57,0.0067307,153.22,0.0065264697,130,157.07,0.0063665966,126.84
NSanAndreasSantaCruzSeg,109.84,0.0091041,95.45,0.010476805,210,127.04,0.007871439,157.62
RodgersCreek,325.31,0.003074,215.01,0.0046508852,93,299.16,0.0033426827,66.77
GreenValleyMasonRoad,293.31,0.0034094,3081.28,3.2454042E-4,5,3495.97,2.8604406E-4,4.2
HaywardfaultNorth,318.34,0.0031413,462.79,0.0021607932,43,471.70,0.0021199847,42.19
HaywardfaultSouth,167.57,0.0059677,411.16,0.0024321682,49,432.74,0.0023108362,46.53
Compton,2658.16,3.762E-4,11428.42,8.750115E-5,2,11428.42,8.750115E-5,2
SSanAndreasCoachella,178.45,0.0056037,217.11,0.004605872,92,234.67,0.0042613233,85.17
ElsinoreGlenIvy,179.12,0.0055828,929.41,0.0010759565,21,1002.25,9.977556E-4,19.48
GarlockCentralallevents,1434.93,6.969E-4,956.15,0.0010458576,21,969.73,0.0010312155,20.72
NSanAndreasAlderCreek,869.64,0.0011499,294.00,0.0034013903,68,297.19,0.0033648734,67.26
SSanAndreasPallettCreek,149.30,0.006698,236.79,0.0042231847,85,238.47,0.0041934103,84.38
GarlockWesternallevents,1230.16,8.129E-4,932.87,0.0010719631,22,972.43,0.0010283545,21.04
ElsinoreFaultJulian,3250.98,3.076E-4,1442.47,6.932545E-4,14,1479.71,6.758097E-4,13.61
TOTAL,9.08,0.1101451,17.38,0.05754168,1153,19.54,0.051174458,1024.62
