Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,275.02,0.003636138,168,296.66,0.003370854,155.74
SSanAndreasIndio,277.37,0.0036053,202.15,0.0049467725,229,211.27,0.004733368,218.94
SSAFMCreek1000Palms,261.33,0.0038266,3628.80,2.7557314E-4,12,4591.72,2.1778341E-4,9.27
NSanAndreasFortRoss,306.28,0.003265,285.64,0.0035009673,162,288.41,0.0034672988,160.44
NSanAndreasNorthCoast,263.87,0.0037898,262.78,0.0038053992,176,267.15,0.003743248,173.12
CalaverasfaultNorth,618.05,0.001618,415.82,0.0024048837,109,535.87,0.001866127,84.26
ElsinoreTemecula,1019.16,9.812E-4,943.71,0.001059651,49,957.88,0.001043977,48.29
ElsinoreWhittier,3196.93,3.128E-4,2218.36,4.5078265E-4,21,2274.53,4.3965108E-4,20.38
SSAFCarrizoBidart,114.71,0.0087179,187.26,0.0053402586,247,190.62,0.0052459547,242.64
SanJacintoHogLake,311.78,0.0032074,571.26,0.001750528,81,575.50,0.001737609,80.36
PuenteHills,3506.31,2.852E-4,8418.44,1.1878683E-4,5,8634.47,1.15814844E-4,4.85
SanGregorioNorth,1019.06,9.813E-4,600.63,0.0016649055,77,607.56,0.0016459296,76.12
SanJacintoSuperstition,508.26,0.0019675,2031.64,4.922125E-4,23,2075.03,4.8192072E-4,22.54
SSanAndreasWrightwood,106.04,0.0094304,219.11,0.0045640203,210,221.06,0.0045236214,208.15
SSanAndreasPitmanCanyon,173.48,0.0057643,202.62,0.0049352567,227,214.36,0.004665065,214.58
SSanAndreasPlungeCreek,205.36,0.0048695,522.78,0.0019128581,89,596.41,0.0016767045,77.99
FrazierMountianSSAF,148.57,0.0067307,172.93,0.0057828343,268,177.02,0.0056491937,261.81
NSanAndreasSantaCruzSeg,109.84,0.0091041,175.08,0.005711632,265,190.29,0.0052552307,243.78
RodgersCreek,325.31,0.003074,322.78,0.0030981232,144,359.71,0.0027799904,129.07
GreenValleyMasonRoad,293.31,0.0034094,3853.42,2.5950978E-4,12,4275.99,2.338638E-4,10.14
HaywardfaultNorth,318.34,0.0031413,470.03,0.0021275184,98,485.34,0.0020604213,94.93
HaywardfaultSouth,167.57,0.0059677,532.28,0.0018787023,87,548.94,0.0018216943,84.34
Compton,2658.16,3.762E-4,9321.26,1.0728161E-4,3,9636.15,1.0377587E-4,2.9
SSanAndreasCoachella,178.45,0.0056037,206.90,0.00483315,223,219.70,0.004551629,210.04
ElsinoreGlenIvy,179.12,0.0055828,714.08,0.001400413,65,749.41,0.0013343883,61.94
GarlockCentralallevents,1434.93,6.969E-4,845.47,0.0011827671,55,858.48,0.001164849,54.11
NSanAndreasAlderCreek,869.64,0.0011499,285.64,0.0035009673,162,288.59,0.0034650934,160.33
SSanAndreasPallettCreek,149.30,0.006698,219.11,0.0045640203,210,221.27,0.0045193247,207.94
GarlockWesternallevents,1230.16,8.129E-4,1091.30,9.163346E-4,42,1112.24,8.9908496E-4,41.21
ElsinoreFaultJulian,3250.98,3.076E-4,1891.19,5.2876846E-4,24,1909.28,5.237573E-4,23.72
TOTAL,9.08,0.1101451,21.20,0.047161132,2183,22.23,0.04497648,2081.62
