Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97359604,0.75280935,0.9774419,0.7696835,0.72878754
20.00,0.8979688,0.566722,0.9116783,0.5924127,0.53113127
30.00,0.7997771,0.4266336,0.82472694,0.45597026,0.3870819
40.00,0.6827659,0.32117376,0.7199572,0.3509528,0.28210047
50.00,0.55901766,0.24178262,0.60568506,0.2701226,0.2055913
60.00,0.4395232,0.18201622,0.4918984,0.20790888,0.14983238
70.00,0.3265527,0.13702352,0.3816496,0.16002405,0.10919597
80.00,0.22886457,0.10315259,0.2820216,0.123167865,0.079580665
90.00,0.15050675,0.077654235,0.19824998,0.09480027,0.057997398
100.00,0.09739768,0.058458835,0.13848738,0.0729662,0.04226778
110.00,0.05625541,0.04400836,0.08909821,0.056160882,0.030804234
120.00,0.026179222,0.033129904,0.04942497,0.043226104,0.022449743
130.00,0.011144129,0.024940504,0.025095308,0.03327042,0.016361093
140.00,0.0034340825,0.018775444,0.010027799,0.025607694,0.011923761
150.00,0.0010758458,0.014134331,0.0037002505,0.019709818,0.008689889
160.00,5.208148E-4,0.010640456,0.0016653857,0.015170323,0.0063330824
170.00,0.0,0.008010236,6.9171377E-4,0.011676347,0.0046154717
180.00,0.0,0.00603018,3.020079E-4,0.0089870915,0.0033636983
190.00,0.0,0.004539576,1.3253307E-4,0.006917216,0.0024514215
200.00,0.0,0.0034174353,7.0450624E-5,0.005324067,0.0017865654
210.00,0.0,0.0025726773,5.8114783E-5,0.0040978463,0.0013020267
220.00,0.0,0.0019367357,4.040887E-5,0.0031540447,9.489008E-4
230.00,0.0,0.0014579927,2.65117E-5,0.0024276162,6.915471E-4
240.00,0.0,0.0010975907,0.0,0.0018684962,5.039909E-4
