Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.8735877,0.5230139,0.87726384,0.5292282,0.33459413
20.00,0.63306767,0.2735435,0.64139795,0.2800825,0.111953236
30.00,0.4146539,0.14306706,0.4238948,0.14822756,0.037458897
40.00,0.23955444,0.074826054,0.24799323,0.0784462,0.012533528
50.00,0.12849388,0.039135065,0.13451971,0.041515943,0.004193645
60.00,0.06597359,0.020468183,0.070406504,0.021971408,0.001403169
70.00,0.032637138,0.010705143,0.03503469,0.011627888,4.6949214E-4
80.00,0.014126392,0.0055989386,0.015473079,0.0061538066,1.5708932E-4
90.00,0.00341392,0.0029283226,0.0035828478,0.003256768,5.2561165E-5
100.00,0.0019178579,0.0015315533,0.002258785,0.0017235735,1.7586659E-5
110.00,0.0,8.010236E-4,1.3158306E-4,9.121637E-4,5.884393E-6
120.00,0.0,4.189465E-4,2.0728374E-5,4.8274276E-4,1.9688835E-6
130.00,0.0,2.1911482E-4,1.3436935E-5,2.5548108E-4,6.5877686E-7
140.00,0.0,1.14600094E-4,0.0,1.352078E-4,2.2042288E-7
