Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9862723,0.8112769,0.9868381,0.8144618,0.72878754
20.00,0.9439868,0.6581702,0.9460223,0.6633481,0.53113127
30.00,0.88711625,0.5339583,0.8907477,0.5402717,0.3870819
40.00,0.8070032,0.43318805,0.8129499,0.4400307,0.28210047
50.00,0.7264432,0.35143545,0.73399407,0.35838822,0.2055913
60.00,0.6341328,0.2851115,0.64313567,0.29189354,0.14983238
70.00,0.53843886,0.23130436,0.54959005,0.23773614,0.10919597
80.00,0.44870412,0.18765189,0.46135274,0.19362701,0.079580665
90.00,0.33047956,0.15223764,0.34568343,0.15770182,0.057997398
100.00,0.2246606,0.12350689,0.23989788,0.12844211,0.04226778
110.00,0.11783043,0.100198284,0.13266341,0.1046112,0.030804234
120.00,0.054156832,0.081288554,0.067288935,0.08520183,0.022449743
130.00,0.026336087,0.06594753,0.03664502,0.06939364,0.016361093
140.00,0.014958531,0.053501707,0.024062026,0.056518473,0.011923761
150.00,0.010518419,0.043404702,0.01786287,0.04603214,0.008689889
160.00,0.006469641,0.035213232,0.011944886,0.037491422,0.0063330824
170.00,0.0041626636,0.028567681,0.0072283293,0.030535333,0.0046154717
180.00,0.0,0.023176301,0.0027883647,0.024869863,0.0033636983
190.00,0.0,0.018802397,0.0018765915,0.020255554,0.0024514215
200.00,0.0,0.015253951,9.854231E-4,0.016497377,0.0017865654
210.00,0.0,0.012375179,5.13829E-4,0.013436483,0.0013020267
220.00,0.0,0.0100396965,2.0217073E-4,0.010943503,9.489008E-4
230.00,0.0,0.008144974,8.248438E-5,0.008913066,6.915471E-4
240.00,0.0,0.0066078296,4.6325724E-5,0.007259352,5.039909E-4
250.00,0.0,0.0053607794,3.7257032E-5,0.0059124655,3.673023E-4
260.00,0.0,0.0043490767,2.8188339E-5,0.0048154774,2.6768536E-4
270.00,0.0,0.0035283056,0.0,0.0039220224,1.9508575E-4
