Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,195.75,0.005108566,632,226.21,0.0044207256,546.63
SSanAndreasIndio,277.37,0.0036053,159.96,0.006251612,773,171.20,0.0058412123,722.26
SSAFMCreek1000Palms,261.33,0.0038266,2054.07,4.8683866E-4,60,3062.83,3.2649597E-4,39.69
NSanAndreasFortRoss,306.28,0.003265,184.83,0.0054103816,669,187.19,0.0053422265,660.54
NSanAndreasNorthCoast,263.87,0.0037898,184.00,0.00543468,672,187.34,0.005337748,660.01
CalaverasfaultNorth,618.05,0.001618,397.89,0.0025132569,309,585.39,0.0017082557,209.78
ElsinoreTemecula,1019.16,9.812E-4,619.31,0.0016147053,199,646.63,0.0015464694,190.56
ElsinoreWhittier,3196.93,3.128E-4,1377.90,7.257431E-4,90,1476.92,6.7708513E-4,83.87
SSAFCarrizoBidart,114.71,0.0087179,119.55,0.008364924,1035,122.38,0.008171173,1011.03
SanJacintoHogLake,311.78,0.0032074,333.13,0.0030018748,371,337.07,0.0029667523,366.65
PuenteHills,3506.31,2.852E-4,4473.28,2.235494E-4,28,4914.62,2.0347437E-4,25.24
SanGregorioNorth,1019.06,9.813E-4,359.66,0.0027804184,343,373.57,0.0026768716,330.24
SanJacintoSuperstition,508.26,0.0019675,1081.91,9.2429254E-4,113,1184.04,8.445626E-4,103.26
SSanAndreasWrightwood,106.04,0.0094304,137.83,0.0072554583,897,139.90,0.0071480363,883.71
SSanAndreasPitmanCanyon,173.48,0.0057643,126.92,0.007878974,974,144.65,0.0069134077,854.69
SSanAndreasPlungeCreek,205.36,0.0048695,374.30,0.0026716746,331,465.83,0.0021466883,265.93
FrazierMountianSSAF,148.57,0.0067307,108.81,0.009190091,1137,114.60,0.008725991,1079.46
NSanAndreasSantaCruzSeg,109.84,0.0091041,96.66,0.010345307,1280,124.10,0.008057774,996.93
RodgersCreek,325.31,0.003074,200.15,0.004996254,618,278.84,0.0035862965,442.99
GreenValleyMasonRoad,293.31,0.0034094,2536.64,3.9422247E-4,49,3517.70,2.842766E-4,35.3
HaywardfaultNorth,318.34,0.0031413,310.55,0.0032200557,398,322.55,0.0031002683,383.08
HaywardfaultSouth,167.57,0.0059677,311.32,0.003212124,397,349.80,0.0028587512,353.25
Compton,2658.16,3.762E-4,5251.25,1.9043098E-4,24,5740.27,1.7420795E-4,21.68
SSanAndreasCoachella,178.45,0.0056037,164.65,0.0060734577,751,176.26,0.0056735575,701.56
ElsinoreGlenIvy,179.12,0.0055828,531.26,0.0018823198,233,582.11,0.0017178934,212.67
GarlockCentralallevents,1434.93,6.969E-4,581.99,0.0017182538,212,591.89,0.0016895077,208.47
NSanAndreasAlderCreek,869.64,0.0011499,184.28,0.0054265806,671,186.74,0.0053550857,662.15
SSanAndreasPallettCreek,149.30,0.006698,137.98,0.007247361,896,139.85,0.0071504954,884
GarlockWesternallevents,1230.16,8.129E-4,733.14,0.0013639883,169,757.68,0.0013198218,163.53
ElsinoreFaultJulian,3250.98,3.076E-4,1104.80,9.051433E-4,112,1130.28,8.847399E-4,109.44
TOTAL,9.08,0.1101451,14.64,0.068308145,8446,16.27,0.061458398,7598.85
