Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0036635378,0.0018718452,0.0024989694,0.001687174
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.830548E-4,2.560208E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0025879296,0.002048936,0.0018277252,0.0016785542
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.300372E-4,8.7483076E-4,9.0577535E-4,8.834662E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0018115507,0.0015700393,0.0016255432,0.0015321487
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.00101091,8.3665544E-4,7.278552E-4,6.776211E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.009356983,0.00873807,0.009162888,0.008625144
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0017306779,0.0016767504,0.0017145034,0.0016836021
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0016012815,0.0014742257,0.001358663,0.0013173099
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0012616157,5.665637E-4,4.04364E-4,2.9411953E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0036311888,0.003048616,0.0032187374,0.0030955984
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0052162954,0.0032213333,0.003323872,0.0029097747
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0054589137,0.0053784107,0.0054265647,0.0053525954
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.012106658,0.0081000645,0.010351718,0.008068983
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0054103904,0.0053500235,0.0054103904,0.0053440956
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0054670013,0.0053402814,0.005434652,0.0053410516
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0061139837,0.0057992176,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],3.8010217E-4,3.20315E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0031378646,0.002859286,0.002773937,0.002674793
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0065830457,0.0037155917,0.004997939,0.0035794212
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.003008468,0.0029433467,0.003000381,0.0029664915
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0022644384,0.0018009497,0.0014476231,0.0012225313
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.008515906,0.008234712,0.008378422,0.008176858
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.008022581,0.0043685874,0.0051596845,0.0037466537
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.010092925,0.007329527,0.005774318,0.005473723
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.010092925,0.007329527,0.0062514674,0.005846004
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.007246203,0.007122743,0.007246203,0.0071502016
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.008556342,0.0048958166,0.0073836865,0.0065557766
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0058794525,0.0037541925,0.0026768895,0.002145791
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.005175859,0.0038557292,0.0032915229,0.003018586
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0072704647,0.0070404774,0.0072623775,0.007155679
