Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.85553825,0.4963382,0.87702346,0.5321534,0.33238843
20.00,0.59984887,0.2463516,0.6478334,0.28318724,0.110482074
30.00,0.36814225,0.122273706,0.42831334,0.15069906,0.036722966
40.00,0.20782027,0.060689107,0.263636,0.08019502,0.012206289
50.00,0.10574536,0.030122321,0.1466637,0.042676054,0.004057229
60.00,0.04707195,0.014950858,0.0750323,0.022710208,0.001348576
70.00,0.021366786,0.007420682,0.037040308,0.012085314,4.4825108E-4
80.00,0.008026846,0.003683168,0.017091248,0.006431241,1.4899348E-4
90.00,0.003328839,0.0018280968,0.007500795,0.003422407,4.952371E-5
100.00,0.0018184572,9.073543E-4,0.0035702283,0.0018212455,1.6461108E-5
110.00,8.1818097E-4,4.5035456E-4,9.299823E-4,9.69182E-4,5.4714824E-6
120.00,0.0,2.2352817E-4,1.918652E-4,5.157535E-4,1.8186574E-6
130.00,0.0,1.1094557E-4,9.5714364E-5,2.7445998E-4,6.045007E-7
140.00,0.0,5.506652E-5,0.0,1.4605482E-4,2.0092905E-7
