Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,212.86,0.0046978598,1903,239.92,0.0041679763,1688.42
SSanAndreasIndio,277.37,0.0036053,173.29,0.0057708384,2339,184.90,0.005408235,2192.07
SSAFMCreek1000Palms,261.33,0.0038266,1544.34,6.475274E-4,262,2265.10,4.414819E-4,178.38
NSanAndreasFortRoss,306.28,0.003265,192.39,0.005197841,2107,194.82,0.0051329746,2080.7
NSanAndreasNorthCoast,263.87,0.0037898,181.65,0.005505145,2232,186.35,0.0053662495,2175.66
CalaverasfaultNorth,618.05,0.001618,164.62,0.006074768,2461,237.49,0.004210773,1705.81
ElsinoreTemecula,1019.16,9.812E-4,701.10,0.0014263219,577,727.45,0.0013746641,556.08
ElsinoreWhittier,3196.93,3.128E-4,1543.11,6.4804207E-4,263,1617.61,6.181963E-4,250.7
SSAFCarrizoBidart,114.71,0.0087179,121.71,0.008216541,3330,125.16,0.00798997,3238.13
SanJacintoHogLake,311.78,0.0032074,355.83,0.0028103231,1139,359.78,0.0027795013,1126.49
PuenteHills,3506.31,2.852E-4,5305.66,1.88478E-4,77,5700.56,1.7542136E-4,71.72
SanGregorioNorth,1019.06,9.813E-4,401.91,0.002488131,1008,415.01,0.0024095627,976.16
SanJacintoSuperstition,508.26,0.0019675,1226.30,8.154604E-4,330,1315.58,7.6012034E-4,307.47
SSanAndreasWrightwood,106.04,0.0094304,153.47,0.006515743,2641,155.28,0.0064400374,2610.29
SSanAndreasPitmanCanyon,173.48,0.0057643,142.89,0.006998496,2837,159.77,0.006259188,2537.36
SSanAndreasPlungeCreek,205.36,0.0048695,360.73,0.0027721652,1124,444.64,0.002249023,911.83
FrazierMountianSSAF,148.57,0.0067307,117.75,0.008492679,3442,123.39,0.008104667,3284.73
NSanAndreasSantaCruzSeg,109.84,0.0091041,120.84,0.008275075,3354,139.94,0.00714601,2896.38
RodgersCreek,325.31,0.003074,174.50,0.005730584,2322,235.02,0.004255027,1724.13
GreenValleyMasonRoad,293.31,0.0034094,1746.81,5.724706E-4,232,2333.21,4.2859482E-4,173.48
HaywardfaultNorth,318.34,0.0031413,371.08,0.002694834,1092,382.11,0.0026170176,1060.41
HaywardfaultSouth,167.57,0.0059677,353.34,0.002830128,1147,386.17,0.0025895599,1049.4
Compton,2658.16,3.762E-4,6109.55,1.6367827E-4,67,6720.34,1.48802E-4,60.96
SSanAndreasCoachella,178.45,0.0056037,178.08,0.005615337,2276,191.19,0.005230461,2120.06
ElsinoreGlenIvy,179.12,0.0055828,562.45,0.0017779499,719,614.60,0.001627066,658.02
GarlockCentralallevents,1434.93,6.969E-4,644.17,0.0015523876,629,655.92,0.0015245789,617.73
NSanAndreasAlderCreek,869.64,0.0011499,191.93,0.0052101817,2112,194.50,0.0051415185,2084.17
SSanAndreasPallettCreek,149.30,0.006698,153.59,0.006510807,2639,155.27,0.006440314,2610.42
GarlockWesternallevents,1230.16,8.129E-4,819.59,0.0012201286,494,846.58,0.0011812235,478.27
ElsinoreFaultJulian,3250.98,3.076E-4,1235.39,8.0946373E-4,327,1261.00,7.930238E-4,320.35
TOTAL,9.08,0.1101451,14.42,0.069335185,28100,15.99,0.062537126,25344.83
