Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.85498196,0.49989766,0.8769288,0.53506273,0.33238843
20.00,0.6010848,0.24989767,0.6492906,0.2862921,0.110482074
30.00,0.37750113,0.12492327,0.43296048,0.15318424,0.036722966
40.00,0.21726224,0.062448848,0.2670703,0.081963174,0.012206289
50.00,0.111255944,0.031218033,0.14996347,0.04385544,0.004057229
60.00,0.054976743,0.015605821,0.08123046,0.023465412,0.001348576
70.00,0.022391966,0.007801314,0.038666938,0.012555467,4.4825108E-4
80.00,0.010905704,0.0038998586,0.01866765,0.006717962,1.4899348E-4
90.00,0.0044164676,0.0019495302,0.0084570795,0.0035945312,4.952371E-5
100.00,0.0021453998,9.7456557E-4,0.0038040434,0.0019232997,1.6461108E-5
110.00,0.0016188538,4.8718305E-4,0.0020906872,0.001029086,5.4714824E-6
120.00,6.019956E-4,2.4354167E-4,6.9201953E-4,5.5062555E-4,1.8186574E-6
130.00,0.0,1.21745914E-4,5.9581E-5,2.946192E-4,6.045007E-7
140.00,0.0,6.0860497E-5,2.0030877E-5,1.5763975E-4,2.0092905E-7
150.00,0.0,3.042402E-5,0.0,8.434716E-5,6.678649E-8
