Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97303164,0.75559765,0.9768647,0.7722281,0.72878754
20.00,0.9041033,0.57092786,0.9166563,0.59633625,0.53113127
30.00,0.8041531,0.43139175,0.82804906,0.4605076,0.3870819
40.00,0.6866869,0.3259586,0.722467,0.35561693,0.28210047
50.00,0.5670882,0.24629356,0.61242557,0.27461737,0.2055913
60.00,0.45119035,0.18609883,0.5036765,0.21206725,0.14983238
70.00,0.34390604,0.14061585,0.39904532,0.1637643,0.10919597
80.00,0.25063807,0.106249005,0.3052909,0.12646338,0.079580665
90.00,0.18105884,0.0802815,0.22973995,0.09765858,0.057997398
100.00,0.121464625,0.060660515,0.16247724,0.0754147,0.04226778
110.00,0.06859316,0.045834944,0.1033963,0.05823735,0.030804234
120.00,0.035545267,0.034632776,0.061196037,0.04497252,0.022449743
130.00,0.014823568,0.026168445,0.031004261,0.034729045,0.016361093
140.00,0.005404655,0.019772816,0.013269388,0.026818743,0.011923761
150.00,8.1949227E-4,0.014940294,0.0039442466,0.020710187,0.008689889
160.00,0.0,0.0112888515,0.0014991075,0.015992988,0.0063330824
170.00,0.0,0.00852983,6.9919025E-4,0.012350235,0.0046154717
180.00,0.0,0.0064451196,3.317486E-4,0.009537199,0.0033636983
190.00,0.0,0.0048699174,1.7744506E-4,0.007364893,0.0024514215
200.00,0.0,0.003679698,1.178861E-4,0.0056873774,0.0017865654
210.00,0.0,0.0027803713,5.615652E-5,0.0043919524,0.0013020267
220.00,0.0,0.002100842,2.1398431E-5,0.0033915893,9.489008E-4
230.00,0.0,0.0015873914,7.9315905E-6,0.0026190805,6.915471E-4
240.00,0.0,0.0011994293,0.0,0.0020225276,5.039909E-4
