Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,298.16,0.0033538812,809,316.71,0.0031574944,761.62
SSanAndreasIndio,277.37,0.0036053,247.84,0.004034906,975,254.69,0.00392638,948.71
SSAFMCreek1000Palms,261.33,0.0038266,2783.79,3.5922186E-4,86,3614.54,2.7666058E-4,65.85
NSanAndreasFortRoss,306.28,0.003265,251.33,0.0039788904,961,254.08,0.0039358246,950.59
NSanAndreasNorthCoast,263.87,0.0037898,247.97,0.004032771,974,250.92,0.003985347,962.55
CalaverasfaultNorth,618.05,0.001618,358.22,0.0027916036,674,423.82,0.0023594885,569.72
ElsinoreTemecula,1019.16,9.812E-4,936.39,0.0010679283,258,953.88,0.0010483502,253.25
ElsinoreWhittier,3196.93,3.128E-4,2079.52,4.808791E-4,116,2145.93,4.6599802E-4,112.43
SSAFCarrizoBidart,114.71,0.0087179,167.70,0.0059629143,1439,170.32,0.0058714505,1416.89
SanJacintoHogLake,311.78,0.0032074,415.16,0.0024086821,581,420.32,0.0023791196,573.87
PuenteHills,3506.31,2.852E-4,7302.24,1.3694422E-4,32,7658.99,1.3056544E-4,30.34
SanGregorioNorth,1019.06,9.813E-4,510.60,0.0019584973,473,520.14,0.001922545,464.31
SanJacintoSuperstition,508.26,0.0019675,1791.95,5.58051E-4,135,1837.72,5.441532E-4,131.62
SSanAndreasWrightwood,106.04,0.0094304,199.14,0.0050216485,1212,201.19,0.004970355,1199.61
SSanAndreasPitmanCanyon,173.48,0.0057643,199.80,0.0050050616,1208,209.57,0.0047715907,1151.62
SSanAndreasPlungeCreek,205.36,0.0048695,568.83,0.0017579934,424,633.89,0.0015775653,380.48
FrazierMountianSSAF,148.57,0.0067307,153.00,0.0065358444,1577,157.74,0.006339374,1529.56
NSanAndreasSantaCruzSeg,109.84,0.0091041,233.76,0.0042778854,1033,248.16,0.004029664,972.99
RodgersCreek,325.31,0.003074,486.72,0.0020545889,496,503.48,0.0019861953,479.46
GreenValleyMasonRoad,293.31,0.0034094,4551.28,2.1971864E-4,53,4809.08,2.0794009E-4,50.14
HaywardfaultNorth,318.34,0.0031413,524.19,0.0019076996,460,532.36,0.0018784393,452.95
HaywardfaultSouth,167.57,0.0059677,573.44,0.0017438728,421,597.17,0.0016745697,404.22
Compton,2658.16,3.762E-4,7805.85,1.2810911E-4,30,8241.91,1.21331155E-4,28.26
SSanAndreasCoachella,178.45,0.0056037,251.19,0.003981052,962,258.48,0.0038687736,934.77
ElsinoreGlenIvy,179.12,0.0055828,811.18,0.0012327743,298,840.56,0.0011896879,287.58
GarlockCentralallevents,1434.93,6.969E-4,833.03,0.0012004387,290,844.16,0.0011846045,286.14
NSanAndreasAlderCreek,869.64,0.0011499,252.11,0.0039664563,958,255.07,0.0039205467,946.9
SSanAndreasPallettCreek,149.30,0.006698,198.81,0.005029942,1214,200.83,0.004979435,1201.81
GarlockWesternallevents,1230.16,8.129E-4,1113.65,8.97951E-4,217,1129.73,8.8516844E-4,213.89
ElsinoreFaultJulian,3250.98,3.076E-4,1629.32,6.137544E-4,149,1648.03,6.0678634E-4,147.31
TOTAL,9.08,0.1101451,22.90,0.04367609,10545,23.63,0.04231523,10216.45
