Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0036821915,0.002379889,0.0027916727,0.0023615095
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9467155E-4,1.8146727E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0018390248,0.001478488,0.0012135907,0.0011739483
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.3786E-4,6.16656E-4,6.171502E-4,6.1017333E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0012715779,0.0010845776,0.0010810484,0.0010546304
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.5797644E-4,6.214229E-4,4.8046594E-4,4.6606743E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006917053,0.0062029227,0.0065152836,0.0062872623
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012467263,0.001189887,0.0012053068,0.0011891479
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010023514,9.3316595E-4,8.946607E-4,8.825521E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.5678994E-4,5.229798E-4,2.1952324E-4,2.0734314E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0021703807,0.0019184797,0.001905296,0.0018765188
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0031106027,0.0023475683,0.0017686117,0.0016963697
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004042541,0.003925014,0.003959702,0.0039159376
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0052685575,0.0042975554,0.004278632,0.0040314766
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004030115,0.003945092,0.0039804117,0.0039360914
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0042744903,0.0040356996,0.004034257,0.0039837244
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.004469162,0.004167595,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.1952324E-4,1.8785476E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0023070648,0.002065979,0.0019591413,0.001924064
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0031313126,0.0023463364,0.002054406,0.0019847206
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002460317,0.0024018835,0.0024147555,0.0023859618
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0016153596,0.0013079371,0.0010230611,9.341828E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.007190421,0.00632772,0.0059768306,0.0058804536
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0061383666,0.0035666653,0.0033094164,0.002818833
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.006370316,0.0051510176,0.0038644373,0.0037705065
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.006370316,0.0051510176,0.004038399,0.003934017
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.005053176,0.0049639484,0.0050241826,0.0049734046
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0054549454,0.003424645,0.004767382,0.0045348187
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0037443207,0.0024551658,0.0017561859,0.0015738319
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.003649056,0.0026804523,0.0024023296,0.0022580393
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0050283247,0.004914678,0.0050200406,0.0049694357
