Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9867712,0.82742095,0.98778826,0.83283937,0.72878754
20.00,0.95468396,0.6846254,0.95780927,0.6936214,0.53113127
30.00,0.8978168,0.56647336,0.90395176,0.5776752,0.3870819
40.00,0.8353714,0.4687119,0.84421784,0.48111066,0.28210047
50.00,0.76078683,0.38782203,0.7732432,0.4006879,0.2055913
60.00,0.6745548,0.32089207,0.69075567,0.33370864,0.14983238
70.00,0.6005895,0.26551282,0.6192347,0.2779257,0.10919597
80.00,0.5210024,0.21969086,0.54108983,0.23146747,0.079580665
90.00,0.44222477,0.1817768,0.46412957,0.19277522,0.057997398
100.00,0.3735874,0.15040594,0.3960755,0.16055079,0.04226778
110.00,0.31379175,0.12444902,0.33634028,0.13371302,0.030804234
120.00,0.2514456,0.102971725,0.27222854,0.11136147,0.022449743
130.00,0.20249967,0.08520096,0.22119395,0.09274621,0.016361093
140.00,0.15946993,0.07049706,0.17616057,0.077242695,0.011923761
150.00,0.113030374,0.058330737,0.12745005,0.06433076,0.008689889
160.00,0.078922026,0.048264075,0.091890685,0.05357719,0.0063330824
170.00,0.058774788,0.039934702,0.069131635,0.044621192,0.0046154717
180.00,0.037345674,0.03304281,0.04450499,0.037162285,0.0033636983
190.00,0.016738271,0.027340312,0.02134913,0.030950215,0.0024514215
200.00,0.0067673465,0.022621946,0.00863601,0.025776558,0.0017865654
210.00,0.0021384703,0.018717872,0.003588363,0.02146773,0.0013020267
220.00,0.0,0.015487558,0.0010084872,0.017879171,9.489008E-4
230.00,0.0,0.01281473,6.2146015E-4,0.014890478,6.915471E-4
240.00,0.0,0.0106031755,2.959247E-4,0.012401376,5.039909E-4
250.00,0.0,0.00877329,2.340024E-4,0.010328354,3.673023E-4
260.00,0.0,0.007259203,1.9608204E-4,0.00860186,2.6768536E-4
270.00,0.0,0.0060064164,1.0185E-4,0.007163968,1.9508575E-4
280.00,0.0,0.004969835,7.056923E-5,0.0059664343,1.4217607E-4
290.00,0.0,0.0041121454,4.918329E-5,0.0049690814,1.0361615E-4
300.00,0.0,0.003402475,2.3652474E-5,0.0041384464,7.551416E-5
310.00,0.0,0.002815279,1.563845E-5,0.0034466612,5.503378E-5
320.00,0.0,0.0023294208,0.0,0.0028705152,4.0107934E-5
