Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,210.68,0.0047464967,2058,238.96,0.004184854,1814.21
SSanAndreasIndio,277.37,0.0036053,173.87,0.0057513528,2494,184.80,0.0054113674,2346.49
SSAFMCreek1000Palms,261.33,0.0038266,1632.73,6.124726E-4,265,2366.99,4.2247758E-4,182.59
NSanAndreasFortRoss,306.28,0.003265,188.12,0.00531573,2305,190.67,0.005244601,2274.16
NSanAndreasNorthCoast,263.87,0.0037898,179.80,0.0055616708,2412,184.43,0.0054221586,2351.47
CalaverasfaultNorth,618.05,0.001618,167.66,0.005964374,2586,239.32,0.004178475,1811.57
ElsinoreTemecula,1019.16,9.812E-4,684.61,0.0014606926,633,711.76,0.0014049676,608.84
ElsinoreWhittier,3196.93,3.128E-4,1555.50,6.4288E-4,279,1641.68,6.0913386E-4,264.38
SSAFCarrizoBidart,114.71,0.0087179,122.37,0.008171693,3544,125.81,0.007948608,3447.12
SanJacintoHogLake,311.78,0.0032074,361.03,0.0027698353,1202,365.23,0.0027380353,1188.19
PuenteHills,3506.31,2.852E-4,5109.52,1.9571312E-4,85,5631.57,1.7757053E-4,77.09
SanGregorioNorth,1019.06,9.813E-4,396.13,0.002524421,1094,409.66,0.0024410475,1057.87
SanJacintoSuperstition,508.26,0.0019675,1219.18,8.20226E-4,356,1298.85,7.6991465E-4,334.04
SSanAndreasWrightwood,106.04,0.0094304,152.82,0.006543639,2838,154.64,0.006466583,2804.58
SSanAndreasPitmanCanyon,173.48,0.0057643,141.08,0.007088056,3073,158.03,0.0063279932,2743.48
SSanAndreasPlungeCreek,205.36,0.0048695,363.79,0.0027488335,1192,447.38,0.0022352492,969.35
FrazierMountianSSAF,148.57,0.0067307,117.65,0.00849958,3686,123.33,0.008108364,3516.33
NSanAndreasSantaCruzSeg,109.84,0.0091041,121.28,0.008245516,3576,140.07,0.0071391407,3096.22
RodgersCreek,325.31,0.003074,168.81,0.0059238016,2568,230.40,0.00434021,1881.44
GreenValleyMasonRoad,293.31,0.0034094,1688.37,5.9228897E-4,257,2302.89,4.342372E-4,188.13
HaywardfaultNorth,318.34,0.0031413,367.64,0.0027200722,1179,379.20,0.0026371384,1143.03
HaywardfaultSouth,167.57,0.0059677,343.87,0.002908034,1262,381.93,0.0026182497,1136.02
Compton,2658.16,3.762E-4,5800.00,1.7241393E-4,75,6488.75,1.5411292E-4,67.1
SSanAndreasCoachella,178.45,0.0056037,177.79,0.0056244675,2439,189.81,0.005268416,2284.5
ElsinoreGlenIvy,179.12,0.0055828,579.42,0.0017258646,748,627.34,0.0015940377,690.9
GarlockCentralallevents,1434.93,6.969E-4,644.98,0.0015504281,672,656.01,0.0015243614,660.66
NSanAndreasAlderCreek,869.64,0.0011499,188.37,0.0053088088,2302,191.14,0.005231842,2268.62
SSanAndreasPallettCreek,149.30,0.006698,152.82,0.006543639,2838,154.57,0.0064695855,2805.86
GarlockWesternallevents,1230.16,8.129E-4,823.42,0.0012144431,527,846.26,0.001181664,512.74
ElsinoreFaultJulian,3250.98,3.076E-4,1262.78,7.919063E-4,344,1291.96,7.740179E-4,336.17
TOTAL,9.08,0.1101451,14.37,0.06959047,30178,15.95,0.06268108,27181.81
