Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9727108,0.7553923,0.97660464,0.77200824,0.72878754
20.00,0.90483564,0.57061756,0.9173384,0.5959967,0.53113127
30.00,0.80295175,0.4310401,0.8269406,0.46011436,0.3870819
40.00,0.6885584,0.32560438,0.7238045,0.35521206,0.28210047
50.00,0.56828946,0.24595904,0.613509,0.27422664,0.2055913
60.00,0.45303646,0.18579558,0.50377434,0.21170522,0.14983238
70.00,0.3399352,0.14034854,0.3948487,0.16343817,0.10919597
80.00,0.24778003,0.10601821,0.3004899,0.12617561,0.079580665
90.00,0.17523062,0.08008534,0.22350597,0.09740861,0.057997398
100.00,0.11585399,0.06049585,0.15808316,0.075200245,0.04226778
110.00,0.073833674,0.0456981,0.10651246,0.058055207,0.030804234
120.00,0.038158078,0.034519993,0.06230424,0.044819098,0.022449743
130.00,0.016277129,0.026076138,0.03231861,0.034600712,0.016361093
140.00,0.006276781,0.019697713,0.01434218,0.026712036,0.011923761
150.00,0.0018441776,0.014879501,0.0052574445,0.02062191,0.008689889
160.00,6.2398333E-4,0.011239861,0.0019600636,0.015920285,0.0063330824
170.00,0.0,0.008490505,6.4295187E-4,0.01229059,0.0046154717
180.00,0.0,0.006413662,3.5937596E-4,0.009488437,0.0033636983
190.00,0.0,0.004844831,1.889004E-4,0.0073251515,0.0024514215
200.00,0.0,0.0036597478,1.2179205E-4,0.0056550773,0.0017865654
210.00,0.0,0.0027645454,6.5923035E-5,0.004365766,0.0013020267
220.00,0.0,0.0020883163,4.869648E-5,0.0033704073,9.489008E-4
230.00,0.0,0.001577498,1.97555E-5,0.002601982,6.915471E-4
240.00,0.0,0.0011916299,1.3449286E-5,0.0020087515,5.039909E-4
250.00,0.0,9.0014806E-4,0.0,0.0015507728,3.673023E-4
