Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9530212,0.6926203,0.954642,0.69815546,0.33238843
20.00,0.84420913,0.47972286,0.84928685,0.48742107,0.110482074
30.00,0.7071145,0.3322658,0.71541697,0.3402957,0.036722966
40.00,0.57425916,0.23013403,0.58436364,0.2375793,0.012206289
50.00,0.4510813,0.15939549,0.46202594,0.1658673,0.004057229
60.00,0.34121475,0.11040055,0.35189497,0.11580116,0.001348576
70.00,0.2575382,0.07646566,0.26732174,0.08084722,4.4825108E-4
80.00,0.18959236,0.052961666,0.19790491,0.056443926,1.4899348E-4
90.00,0.12805486,0.036682326,0.13590974,0.03940664,4.952371E-5
100.00,0.08815004,0.025406923,0.093706846,0.02751196,1.6461108E-5
110.00,0.05870448,0.01759735,0.06239842,0.019207625,5.4714824E-6
120.00,0.038094617,0.012188281,0.0409911,0.013409909,1.8186574E-6
130.00,0.025726967,0.008441851,0.027536998,0.009362201,6.045007E-7
140.00,0.01647558,0.0058469973,0.017538596,0.0065362724,2.0092905E-7
150.00,0.011338396,0.0040497486,0.012042042,0.0045633344,6.678649E-8
160.00,0.004339538,0.0028049382,0.004866065,0.003185917,2.2199057E-8
170.00,0.0030804235,0.001942757,0.0033625031,0.0022242654,7.37871E-9
180.00,0.0023241588,0.001345593,0.0020799907,0.0015528831,2.452598E-9
190.00,0.0020091725,9.31985E-4,0.002029526,0.0010841538,8.152152E-10
200.00,0.001061098,6.455117E-4,7.4307865E-4,7.569079E-4,2.709681E-10
210.00,7.063441E-4,4.470945E-4,7.1359554E-4,5.284394E-4,9.006666E-11
220.00,0.0,3.096667E-4,1.377856E-5,3.6893287E-4,2.993712E-11
230.00,0.0,2.1448145E-4,0.0,2.575725E-4,9.950752E-12
