Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,376.37,0.0026569492,809,390.80,0.0025588553,779.02
SSanAndreasIndio,277.37,0.0036053,299.06,0.0033438613,1018,305.10,0.0032775823,997.8
SSAFMCreek1000Palms,261.33,0.0038266,2770.24,3.6098005E-4,110,3443.09,2.9043676E-4,88.43
NSanAndreasFortRoss,306.28,0.003265,321.45,0.0031109175,947,324.83,0.0030785617,937.13
NSanAndreasNorthCoast,263.87,0.0037898,322.47,0.003101052,944,326.40,0.0030636974,932.63
CalaverasfaultNorth,618.05,0.001618,436.93,0.002288711,697,485.97,0.0020577582,626.67
ElsinoreTemecula,1019.16,9.812E-4,1176.17,8.5022056E-4,259,1194.74,8.370035E-4,254.97
ElsinoreWhittier,3196.93,3.128E-4,2815.78,3.5514173E-4,107,2856.69,3.5005502E-4,105.45
SSAFCarrizoBidart,114.71,0.0087179,209.06,0.0047833794,1457,211.87,0.0047198064,1437.64
SanJacintoHogLake,311.78,0.0032074,497.40,0.0020104737,612,503.31,0.0019868284,604.78
PuenteHills,3506.31,2.852E-4,9876.23,1.01253216E-4,30,10115.13,9.886183E-5,29.28
SanGregorioNorth,1019.06,9.813E-4,601.50,0.001662516,506,610.89,0.0016369554,498.2
SanJacintoSuperstition,508.26,0.0019675,1933.21,5.1727454E-4,158,1974.51,5.064555E-4,154.69
SSanAndreasWrightwood,106.04,0.0094304,253.48,0.003945152,1201,256.14,0.0039041224,1188.52
SSanAndreasPitmanCanyon,173.48,0.0057643,252.42,0.00396159,1206,261.24,0.0038278527,1165.22
SSanAndreasPlungeCreek,205.36,0.0048695,705.77,0.0014168994,432,753.31,0.001327483,404.64
FrazierMountianSSAF,148.57,0.0067307,169.24,0.005908834,1799,172.94,0.0057823346,1760.48
NSanAndreasSantaCruzSeg,109.84,0.0091041,303.81,0.0032915762,1002,314.42,0.0031804384,968.19
RodgersCreek,325.31,0.003074,602.09,0.0016608947,505,616.88,0.0016210595,492.88
GreenValleyMasonRoad,293.31,0.0034094,5306.42,1.884511E-4,57,5507.77,1.8156158E-4,54.91
HaywardfaultNorth,318.34,0.0031413,621.23,0.0016097209,490,631.87,0.0015826063,481.73
HaywardfaultSouth,167.57,0.0059677,700.54,0.001427477,434,719.32,0.0013902034,422.68
Compton,2658.16,3.762E-4,11456.43,8.7287255E-5,26,11662.40,8.5745676E-5,25.54
SSanAndreasCoachella,178.45,0.0056037,303.84,0.003291254,1002,310.73,0.003218261,979.8
ElsinoreGlenIvy,179.12,0.0055828,1114.93,8.969203E-4,273,1139.08,8.7790214E-4,267.18
GarlockCentralallevents,1434.93,6.969E-4,1030.92,9.7000564E-4,295,1041.74,9.5993077E-4,291.93
NSanAndreasAlderCreek,869.64,0.0011499,323.50,0.0030911865,941,326.79,0.0030600769,931.52
SSanAndreasPallettCreek,149.30,0.006698,253.69,0.0039418642,1200,256.31,0.00390146,1187.7
GarlockWesternallevents,1230.16,8.129E-4,1342.01,7.451493E-4,227,1360.90,7.3480647E-4,223.84
ElsinoreFaultJulian,3250.98,3.076E-4,1872.10,5.3415814E-4,163,1889.39,5.292724E-4,161.5
TOTAL,9.08,0.1101451,27.23,0.036727335,11181,27.83,0.035931345,10938.69
