Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0037391789,0.0024178405,0.0028847049,0.0024389175
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9140221E-4,1.8097214E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0018388284,0.0014687022,0.0011689207,0.0011345291
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.4256456E-4,6.181602E-4,6.083856E-4,5.9988623E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013398154,0.0011029525,0.0010800554,0.0010516485
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.9041515E-4,5.572792E-4,4.4432658E-4,4.3407542E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006910987,0.0062007555,0.00654869,0.0063162954
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012030996,0.0011718017,0.001189428,0.001176026
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010116975,9.3756896E-4,9.433395E-4,9.230097E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.0916053E-4,4.97335E-4,2.3241698E-4,2.1690234E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0022216327,0.0019565823,0.0019823802,0.0019444235
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.003041928,0.0022629856,0.0016816051,0.00162287
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0041561625,0.0040499712,0.0040809684,0.004031214
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.005325083,0.0043369336,0.004231356,0.004006183
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0041424907,0.0040482967,0.004101476,0.0040522018
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.004333893,0.0040797414,0.004101476,0.004046645
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.004559474,0.0041963966,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.5292436E-4,2.1079053E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0024267067,0.0021597582,0.002023395,0.0019801736
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0033700461,0.002451012,0.002050738,0.0019751221
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002481393,0.0024345736,0.002447214,0.002421441
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.001585904,0.0013080665,0.0010527122,9.652036E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0073963283,0.006478858,0.006083856,0.005987832
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0062615867,0.003605818,0.003411061,0.0028739895
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0064324816,0.005195609,0.003903238,0.0038092288
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0064324816,0.005195609,0.0041424907,0.00402146
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0051678596,0.0050561265,0.0051131733,0.0050583617
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.005461799,0.003449845,0.004935443,0.0046814526
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0037255073,0.0025441248,0.0016679335,0.0015143118
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0037391789,0.0027190035,0.0024335424,0.0022852146
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.005092666,0.0049743582,0.00508583,0.0050346227
