Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,287.11,0.0034829522,509,307.66,0.0032503535,474.96
SSanAndreasIndio,277.37,0.0036053,241.63,0.0041384776,606,248.84,0.0040186034,588.35
SSAFMCreek1000Palms,261.33,0.0038266,2720.59,3.6756796E-4,53,3518.94,2.841762E-4,40.58
NSanAndreasFortRoss,306.28,0.003265,244.05,0.0040975385,599,246.91,0.004050105,592.02
NSanAndreasNorthCoast,263.87,0.0037898,243.64,0.0041043907,600,246.98,0.004048856,591.87
CalaverasfaultNorth,618.05,0.001618,347.06,0.0028813712,422,409.00,0.0024449881,358.09
ElsinoreTemecula,1019.16,9.812E-4,945.89,0.0010572049,155,963.82,0.001037538,152.11
ElsinoreWhittier,3196.93,3.128E-4,2250.78,4.442902E-4,65,2310.04,4.3289256E-4,63.35
SSAFCarrizoBidart,114.71,0.0087179,164.07,0.006094779,892,166.84,0.005993889,877.23
SanJacintoHogLake,311.78,0.0032074,408.49,0.002448065,358,412.82,0.0024223393,354.22
PuenteHills,3506.31,2.852E-4,7448.53,1.342547E-4,20,7691.19,1.3001886E-4,19.36
SanGregorioNorth,1019.06,9.813E-4,493.79,0.002025172,296,504.77,0.0019810887,289.56
SanJacintoSuperstition,508.26,0.0019675,1727.72,5.7879713E-4,85,1774.88,5.634177E-4,82.7
SSanAndreasWrightwood,106.04,0.0094304,196.63,0.005085803,744,198.64,0.0050341072,736.43
SSanAndreasPitmanCanyon,173.48,0.0057643,194.51,0.0051412443,751,204.50,0.0048898626,714.32
SSanAndreasPlungeCreek,205.36,0.0048695,598.31,0.0016713659,244,661.56,0.0015115855,220.72
FrazierMountianSSAF,148.57,0.0067307,153.20,0.006527462,955,157.70,0.00634132,927.76
NSanAndreasSantaCruzSeg,109.84,0.0091041,236.50,0.004228398,619,249.46,0.0040086103,586.78
RodgersCreek,325.31,0.003074,487.78,0.0020500978,300,506.69,0.001973596,288.82
GreenValleyMasonRoad,293.31,0.0034094,4331.89,2.3084598E-4,34,4533.92,2.2055958E-4,32.5
HaywardfaultNorth,318.34,0.0031413,505.05,0.0019799941,290,514.89,0.0019421441,284.45
HaywardfaultSouth,167.57,0.0059677,603.14,0.0016579882,243,623.63,0.0016035134,235.02
Compton,2658.16,3.762E-4,7862.34,1.2718866E-4,19,8206.41,1.2185602E-4,18.13
SSanAndreasCoachella,178.45,0.0056037,248.62,0.00402219,589,255.48,0.0039142384,573.06
ElsinoreGlenIvy,179.12,0.0055828,832.38,0.0012013692,176,859.54,0.0011634062,170.37
GarlockCentralallevents,1434.93,6.969E-4,839.65,0.0011909704,174,848.88,0.0011780171,172.1
NSanAndreasAlderCreek,869.64,0.0011499,244.87,0.0040838346,597,247.72,0.004036761,590.13
SSanAndreasPallettCreek,149.30,0.006698,195.57,0.005113183,748,197.62,0.005060118,740.23
GarlockWesternallevents,1230.16,8.129E-4,1064.42,9.394791E-4,137,1086.55,9.203441E-4,134.23
ElsinoreFaultJulian,3250.98,3.076E-4,1655.31,6.0411706E-4,89,1676.03,5.966471E-4,87.88
TOTAL,9.08,0.1101451,22.35,0.04474837,6546,23.09,0.04330055,6334.13
