Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0036095364,0.0017810629,0.002374695,0.0016094458
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],2.6121645E-4,2.3996587E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0025646705,0.002069309,0.001899756,0.0017534633
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.49878E-4,8.922339E-4,9.023841E-4,8.7708584E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.001923503,0.0016794304,0.0017335274,0.0016258217
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0010686128,8.525592E-4,7.3615543E-4,6.8902643E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.009665009,0.009066851,0.009617515,0.009008293
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0018047682,0.0017438291,0.0018047682,0.0017727436
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0015672987,0.0014207527,0.0013773231,0.001325109
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0010448658,5.7521916E-4,4.5119206E-4,3.3620946E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0032770792,0.0028668588,0.0032058384,0.0030918468
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.006007978,0.0037175976,0.003253332,0.0028555244
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.005628027,0.0055607795,0.005628027,0.005546355
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.010971091,0.0077023506,0.008928853,0.0075106304
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.005675521,0.005592092,0.0056517744,0.0055742576
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.005723015,0.0056018364,0.005699268,0.005573506
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.006672893,0.0062629026,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],3.324573E-4,2.8605133E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0032770792,0.0029750492,0.002873381,0.0027566452
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.006126713,0.003909488,0.0049868594,0.0037014002
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0031820913,0.0031132195,0.0031820913,0.0031468666
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.002445936,0.0018933691,0.0015672987,0.0013216016
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.008810119,0.008505222,0.008667637,0.008443533
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.00833518,0.004724583,0.005390558,0.0038779727
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.01035367,0.007601508,0.0061504603,0.005777235
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.01035367,0.007601508,0.0065779053,0.0061199865
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.007812747,0.0076348837,0.0077889995,0.007656651
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.008430167,0.005007379,0.0075515304,0.006831503
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.006007978,0.003874813,0.002849634,0.002221556
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0054855454,0.0039632577,0.003395814,0.0030737815
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0077415057,0.0075137643,0.007717759,0.007605108
