Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,186.97,0.005348436,225,217.05,0.0046072346,193.64
SSanAndreasIndio,277.37,0.0036053,152.04,0.006577294,277,163.88,0.006101881,256.93
SSAFMCreek1000Palms,261.33,0.0038266,1693.37,5.9053925E-4,24,2436.90,4.103571E-4,16.26
NSanAndreasFortRoss,306.28,0.003265,177.05,0.005648239,238,179.69,0.005565262,234.47
NSanAndreasNorthCoast,263.87,0.0037898,175.56,0.0056959037,240,179.25,0.005578813,235
CalaverasfaultNorth,618.05,0.001618,410.68,0.0024349648,100,605.75,0.0016508551,67.75
ElsinoreTemecula,1019.16,9.812E-4,588.34,0.0016997103,72,616.48,0.0016221063,68.73
ElsinoreWhittier,3196.93,3.128E-4,1333.46,7.499311E-4,31,1427.32,7.00614E-4,28.78
SSAFCarrizoBidart,114.71,0.0087179,115.57,0.008652571,364,118.45,0.008442577,355.17
SanJacintoHogLake,311.78,0.0032074,314.95,0.0031751038,134,318.18,0.0031428665,132.59
PuenteHills,3506.31,2.852E-4,5102.94,1.9596535E-4,8,5833.16,1.7143361E-4,7.1
SanGregorioNorth,1019.06,9.813E-4,347.95,0.002873984,121,362.73,0.0027568566,116.07
SanJacintoSuperstition,508.26,0.0019675,1029.73,9.7113237E-4,41,1115.54,8.9642446E-4,37.76
SSanAndreasWrightwood,106.04,0.0094304,129.63,0.007714212,325,131.49,0.00760536,320.41
SSanAndreasPitmanCanyon,173.48,0.0057643,125.00,0.007999923,337,139.53,0.007166674,301.87
SSanAndreasPlungeCreek,205.36,0.0048695,347.78,0.0028753749,120,446.38,0.0022402245,93.48
FrazierMountianSSAF,148.57,0.0067307,104.22,0.009595146,404,110.14,0.009079414,382.28
NSanAndreasSantaCruzSeg,109.84,0.0091041,112.19,0.008913621,376,132.86,0.007526812,317.26
RodgersCreek,325.31,0.003074,200.81,0.0049798787,210,270.39,0.003698296,155.94
GreenValleyMasonRoad,293.31,0.0034094,2263.98,4.4169917E-4,19,2908.93,3.437685E-4,14.48
HaywardfaultNorth,318.34,0.0031413,312.99,0.00319496,135,323.94,0.0030869576,130.37
HaywardfaultSouth,167.57,0.0059677,333.83,0.0029955443,126,368.04,0.0027170905,114.19
Compton,2658.16,3.762E-4,5646.04,1.7711514E-4,8,6171.39,1.6203815E-4,7.22
SSanAndreasCoachella,178.45,0.0056037,153.71,0.0065058013,274,166.47,0.006007194,252.98
ElsinoreGlenIvy,179.12,0.0055828,510.85,0.0019575048,82,559.29,0.0017879907,74.92
GarlockCentralallevents,1434.93,6.969E-4,556.11,0.001798206,76,566.76,0.0017644131,74.56
NSanAndreasAlderCreek,869.64,0.0011499,177.80,0.005624407,237,180.34,0.005545009,233.63
SSanAndreasPallettCreek,149.30,0.006698,128.44,0.0077856397,328,130.39,0.0076690326,323.07
GarlockWesternallevents,1230.16,8.129E-4,737.19,0.0013565016,57,757.64,0.0013198837,55.45
ElsinoreFaultJulian,3250.98,3.076E-4,1110.43,9.0055243E-4,38,1143.26,8.746909E-4,36.89
TOTAL,9.08,0.1101451,14.64,0.06830955,2876,15.96,0.062670074,2638.31
