Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,516.11,0.0019375752,395,589.92,0.0016951561,345.6
SSanAndreasIndio,277.37,0.0036053,262.38,0.0038112607,778,270.99,0.0036901056,753.29
SSAFMCreek1000Palms,261.33,0.0038266,1253.82,7.9756405E-4,163,1914.45,5.22343E-4,106.4
NSanAndreasFortRoss,306.28,0.003265,320.56,0.003119561,637,324.13,0.0030851723,629.97
NSanAndreasNorthCoast,263.87,0.0037898,319.55,0.0031293707,639,324.60,0.0030806982,629.04
CalaverasfaultNorth,618.05,0.001618,1235.06,8.0968003E-4,165,1419.78,7.043343E-4,143.49
ElsinoreTemecula,1019.16,9.812E-4,1309.33,7.6374656E-4,155,1330.21,7.517628E-4,152.53
ElsinoreWhittier,3196.93,3.128E-4,3009.32,3.3230145E-4,68,3169.89,3.1546823E-4,64.57
SSAFCarrizoBidart,114.71,0.0087179,254.61,0.003927615,802,257.13,0.0038890243,794.12
SanJacintoHogLake,311.78,0.0032074,403.39,0.0024789926,507,410.55,0.002435766,498.15
PuenteHills,3506.31,2.852E-4,11919.93,8.389308E-5,17,14098.97,7.092717E-5,14.42
SanGregorioNorth,1019.06,9.813E-4,780.81,0.0012807173,261,798.87,0.0012517655,254.98
SanJacintoSuperstition,508.26,0.0019675,5877.19,1.7014943E-4,34,5966.12,1.6761299E-4,33.49
SSanAndreasWrightwood,106.04,0.0094304,246.27,0.0040606074,829,249.24,0.004012256,819.1
SSanAndreasPitmanCanyon,173.48,0.0057643,258.11,0.003874251,791,274.31,0.003645565,744.33
SSanAndreasPlungeCreek,205.36,0.0048695,1631.15,6.1306264E-4,126,1998.85,5.002883E-4,102.44
FrazierMountianSSAF,148.57,0.0067307,231.86,0.0043130317,880,237.13,0.004217044,860.43
NSanAndreasSantaCruzSeg,109.84,0.0091041,469.82,0.0021284851,435,479.61,0.0020850326,426.14
RodgersCreek,325.31,0.003074,979.98,0.001020425,208,1014.93,9.852854E-4,200.85
GreenValleyMasonRoad,293.31,0.0034094,20490.65,4.880274E-5,10,21883.55,4.5696415E-5,9.4
HaywardfaultNorth,318.34,0.0031413,690.95,0.0014472842,295,698.15,0.0014323642,291.95
HaywardfaultSouth,167.57,0.0059677,910.32,0.0010985179,224,945.92,0.0010571708,215.57
Compton,2658.16,3.762E-4,14543.12,6.8761045E-5,13,18041.03,5.5429202E-5,10.32
SSanAndreasCoachella,178.45,0.0056037,264.08,0.0037867352,773,271.64,0.0036813617,751.48
ElsinoreGlenIvy,179.12,0.0055828,900.05,0.0011110448,227,959.78,0.0010419097,212.9
GarlockCentralallevents,1434.93,6.969E-4,977.04,0.0010235014,209,990.07,0.0010100247,206.24
NSanAndreasAlderCreek,869.64,0.0011499,320.05,0.0031244657,638,323.77,0.003088606,630.67
SSanAndreasPallettCreek,149.30,0.006698,246.27,0.0040606074,829,249.09,0.0040146555,819.63
GarlockWesternallevents,1230.16,8.129E-4,1699.57,5.883846E-4,120,1724.33,5.799349E-4,118.28
ElsinoreFaultJulian,3250.98,3.076E-4,1734.04,5.7668815E-4,118,1786.31,5.5981276E-4,114.52
TOTAL,9.08,0.1101451,27.67,0.036146257,7379,28.45,0.035154548,7176.56
