Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.95724154,0.69665664,0.9593425,0.7035999,0.33238843
20.00,0.84804004,0.48533052,0.85425764,0.49505275,0.110482074
30.00,0.714324,0.33810872,0.7242626,0.34831902,0.036722966
40.00,0.5662219,0.2355457,0.57897025,0.24507722,0.012206289
50.00,0.4413782,0.16409448,0.45444033,0.1724363,0.004057229
60.00,0.33012864,0.114317514,0.34360912,0.12132615,0.001348576
70.00,0.24271046,0.07964006,0.25511447,0.08536506,4.4825108E-4
80.00,0.1795623,0.055481777,0.1896383,0.06006284,1.4899348E-4
90.00,0.13815838,0.03865175,0.14653444,0.042260207,4.952371E-5
100.00,0.094266385,0.026927,0.10186043,0.029734274,1.6461108E-5
110.00,0.05807311,0.018758874,0.06318313,0.020921031,5.4714824E-6
120.00,0.042679183,0.013068494,0.046391167,0.014720034,1.8186574E-6
130.00,0.024122432,0.009104254,0.027213292,0.010357014,6.045007E-7
140.00,0.014536185,0.006342539,0.01643537,0.007287193,2.0092905E-7
150.00,0.010141885,0.004418572,0.011560043,0.005127268,6.678649E-8
160.00,0.0072426023,0.0030782276,0.007936236,0.003607545,2.2199057E-8
170.00,0.003351288,0.0021444678,0.0040119085,0.002538268,7.37871E-9
180.00,0.0022259618,0.0014939578,0.0025928367,0.001785925,2.452598E-9
190.00,0.0,0.0010407757,3.9020577E-4,0.0012565766,8.152152E-10
200.00,0.0,7.2506326E-4,1.9969566E-4,8.841271E-4,2.709681E-10
210.00,0.0,5.0512014E-4,4.0864703E-5,6.220717E-4,9.006666E-11
220.00,0.0,3.5189535E-4,0.0,4.3768954E-4,2.993712E-11
