Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0011800395,6.2119134E-4,8.0791087E-4,7.036844E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],8.8135734E-5,7.881801E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0011506609,9.1867405E-4,0.0010282502,9.885097E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.7081087E-4,5.842579E-4,5.777787E-4,5.5981823E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011261788,8.8835217E-4,7.491537E-4,7.342453E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],4.8474653E-4,3.7572967E-4,3.3295722E-4,3.189663E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006032401,0.0048972582,0.0041766544,0.004103347
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0010772145,9.9302E-4,0.0010331466,0.0010187873
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],6.1205373E-4,5.745626E-4,5.826751E-4,5.760303E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],1.6647861E-4,1.02287704E-4,3.4275006E-5,3.2603042E-5
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0014542396,0.0013206844,0.0014444467,0.0014288543
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0014395503,0.0010607113,0.0010821109,0.0010559787
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.003158197,0.0030755808,0.0031141292,0.0030810465
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0022180825,0.0019321862,0.0021299468,0.002086168
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0031484042,0.0030872836,0.003123922,0.003088237
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003329572,0.003115901,0.0031288185,0.0030793762
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0034470866,0.0031062716,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.3502862E-4,1.7112262E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.002781172,0.0021760922,0.0012779682,0.0012457831
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0013612075,0.001025013,0.0010184573,9.865302E-4
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0027273113,0.0024617047,0.0024580078,0.002417741
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0010968002,6.841884E-4,2.986822E-4,2.8453194E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0039514187,0.003828067,0.0039269365,0.0038871015
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.002883997,0.0016902584,0.0013269325,0.0011921292
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.004685883,0.003844175,0.0037457687,0.0036511042
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.004685883,0.003844175,0.0038094223,0.0036908065
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0040836222,0.0039878567,0.004068933,0.0040195077
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.00440189,0.0032218646,0.0037898365,0.0035561305
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],7.491537E-4,4.8661345E-4,6.1695016E-4,5.0749653E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0024971792,0.0015117079,0.001209418,0.00114462
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0041570687,0.0040187296,0.0040738294,0.004023501
