Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.97177994,0.75368726,0.9759167,0.77029335,0.72878754
20.00,0.9012036,0.5680445,0.9140394,0.59335184,0.53113127
30.00,0.79941595,0.42812788,0.8239707,0.457055,0.3870819
40.00,0.68189543,0.32267454,0.71837014,0.35206643,0.28210047
50.00,0.5638266,0.2431957,0.6094052,0.27119443,0.2055913
60.00,0.44368353,0.18329349,0.49704096,0.20889926,0.14983238
70.00,0.3327863,0.13814597,0.38863224,0.16091372,0.10919597
80.00,0.24293925,0.10411886,0.2960734,0.123950765,0.079580665
90.00,0.16706717,0.07847306,0.21657313,0.09547845,0.057997398
100.00,0.11049966,0.059144143,0.1537252,0.07354642,0.04226778
110.00,0.06644981,0.04457619,0.100405164,0.056652315,0.030804234
120.00,0.033193544,0.033596504,0.057014722,0.043638904,0.022449743
130.00,0.0114649795,0.025321258,0.025438596,0.033614755,0.016361093
140.00,0.0029893536,0.01908431,0.009878386,0.025893223,0.011923761
150.00,0.0010687646,0.014383601,0.0036623133,0.019945377,0.008689889
160.00,0.0,0.010840737,0.0015005433,0.015363792,0.0063330824
170.00,0.0,0.008170526,7.848603E-4,0.011834627,0.0046154717
180.00,0.0,0.006158021,4.4377643E-4,0.009116135,0.0033636983
190.00,0.0,0.004641222,2.2827483E-4,0.0070220977,0.0024514215
200.00,0.0,0.00349803,1.2624788E-4,0.0054090754,0.0017865654
210.00,0.0,0.0026364205,6.838323E-5,0.0041665747,0.0013020267
220.00,0.0,0.0019870366,1.6044703E-5,0.0032094847,9.489008E-4
230.00,0.0,0.0014976042,5.9815975E-6,0.002472245,6.915471E-4
240.00,0.0,0.0011287252,0.0,0.0019043537,5.039909E-4
