Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9445207,0.67298293,0.9489014,0.6852398,0.33238843
20.00,0.82239693,0.452906,0.8343418,0.46955356,0.110482074
30.00,0.67487395,0.304798,0.69399005,0.32175678,0.036722966
40.00,0.52763957,0.20512386,0.5514519,0.22048053,0.012206289
50.00,0.4040277,0.13804486,0.42876512,0.15108204,0.004057229
60.00,0.2954388,0.09290183,0.31931967,0.10352742,0.001348576
70.00,0.20830439,0.062521346,0.2300017,0.070941105,4.4825108E-4
80.00,0.147938,0.042075798,0.16634001,0.048611667,1.4899348E-4
90.00,0.100518815,0.028316295,0.115627535,0.033310648,4.952371E-5
100.00,0.064795755,0.019056384,0.07668078,0.022825781,1.6461108E-5
110.00,0.04138574,0.01282462,0.05024723,0.015641132,5.4714824E-6
120.00,0.025876824,0.008630751,0.032410968,0.010717927,1.8186574E-6
130.00,0.015218082,0.005808348,0.019161988,0.0073443498,6.045007E-7
140.00,0.009529912,0.0039089187,0.012142711,0.0050326404,2.0092905E-7
150.00,0.00516966,0.0026306356,0.006925869,0.0034485655,6.678649E-8
160.00,0.0030800267,0.0017703729,0.0042265602,0.0023630941,2.2199057E-8
170.00,0.0021970687,0.0011914307,0.0028511058,0.0016192861,7.37871E-9
180.00,7.1079563E-4,8.018125E-4,0.001032982,0.0011095993,2.452598E-9
190.00,0.0,5.3960615E-4,1.6537693E-4,7.603416E-4,8.152152E-10
200.00,0.0,3.6314572E-4,5.9736936E-5,5.210163E-4,2.709681E-10
210.00,0.0,2.4439086E-4,4.5663488E-5,3.5702108E-4,9.006666E-11
220.00,0.0,1.6447088E-4,2.1543707E-5,2.4464505E-4,2.993712E-11
230.00,0.0,1.10686095E-4,9.827881E-6,1.6764052E-4,9.950752E-12
240.00,0.0,7.448985E-5,0.0,1.14873954E-4,3.3075149E-12
