Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,359.89,0.0027786146,2313,377.16,0.0026514255,2207.17
SSanAndreasIndio,277.37,0.0036053,302.04,0.0033108243,2758,309.68,0.003229149,2689.96
SSAFMCreek1000Palms,261.33,0.0038266,2731.71,3.6607118E-4,305,3285.03,3.0441154E-4,253.57
NSanAndreasFortRoss,306.28,0.003265,334.22,0.0029920335,2492,337.75,0.0029607662,2465.95
NSanAndreasNorthCoast,263.87,0.0037898,318.01,0.003144578,2619,322.43,0.003101474,2583.09
CalaverasfaultNorth,618.05,0.001618,287.77,0.0034750572,2894,339.57,0.0029448594,2452.43
ElsinoreTemecula,1019.16,9.812E-4,1207.24,8.2833855E-4,690,1225.39,8.160659E-4,679.78
ElsinoreWhittier,3196.93,3.128E-4,2697.55,3.707074E-4,309,2751.83,3.63395E-4,302.88
SSAFCarrizoBidart,114.71,0.0087179,217.12,0.0046057715,3837,220.12,0.0045430763,3784.75
SanJacintoHogLake,311.78,0.0032074,626.05,0.001597314,1331,632.72,0.0015804853,1316.96
PuenteHills,3506.31,2.852E-4,8545.15,1.17025425E-4,98,8867.31,1.1277373E-4,94.46
SanGregorioNorth,1019.06,9.813E-4,696.41,0.0014359308,1196,707.35,0.0014137261,1177.5
SanJacintoSuperstition,508.26,0.0019675,2123.44,4.7093426E-4,392,2167.02,4.6146425E-4,384
SSanAndreasWrightwood,106.04,0.0094304,270.32,0.0036992652,3082,273.10,0.0036616793,3050.66
SSanAndreasPitmanCanyon,173.48,0.0057643,250.94,0.003985025,3320,262.62,0.0038077908,3172.35
SSanAndreasPlungeCreek,205.36,0.0048695,625.62,0.0015984244,1331,682.77,0.0014646319,1219.57
FrazierMountianSSAF,148.57,0.0067307,204.23,0.0048963334,4079,208.28,0.004801159,3999.72
NSanAndreasSantaCruzSeg,109.84,0.0091041,214.57,0.004660376,3882,224.74,0.004449586,3706.38
RodgersCreek,325.31,0.003074,297.12,0.0033656093,2803,343.97,0.0029072699,2421.28
GreenValleyMasonRoad,293.31,0.0034094,3043.27,3.2859403E-4,274,3446.89,2.9011635E-4,241.72
HaywardfaultNorth,318.34,0.0031413,652.07,0.0015335777,1277,660.40,0.0015142366,1260.89
HaywardfaultSouth,167.57,0.0059677,609.22,0.0016414435,1368,632.77,0.0015803571,1317.08
Compton,2658.16,3.762E-4,10906.31,9.1690024E-5,77,11245.77,8.8922294E-5,74.67
SSanAndreasCoachella,178.45,0.0056037,308.87,0.0032375706,2697,318.81,0.0031366674,2612.97
ElsinoreGlenIvy,179.12,0.0055828,1005.79,9.942467E-4,828,1041.42,9.6022425E-4,799.67
GarlockCentralallevents,1434.93,6.969E-4,1126.25,8.879015E-4,740,1139.51,8.775679E-4,731.35
NSanAndreasAlderCreek,869.64,0.0011499,332.88,0.003004045,2502,336.53,0.002971486,2474.84
SSanAndreasPallettCreek,149.30,0.006698,269.45,0.003711272,3092,272.23,0.0036733404,3060.39
GarlockWesternallevents,1230.16,8.129E-4,1436.09,6.9633394E-4,580,1456.95,6.8636745E-4,571.69
ElsinoreFaultJulian,3250.98,3.076E-4,2187.06,4.5723456E-4,381,2211.50,4.521825E-4,376.78
TOTAL,9.08,0.1101451,25.25,0.03960353,32991,26.46,0.037798647,31487.3
