Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,879.55,0.0011369431,13,1100.48,9.0869307E-4,10.31
SSanAndreasIndio,277.37,0.0036053,204.51,0.0048896917,102,266.00,0.0037594258,77.27
SSAFMCreek1000Palms,261.33,0.0038266,498.62,0.002005547,155,568.97,0.0017575556,135.84
NSanAndreasFortRoss,306.28,0.003265,295.67,0.0033821224,262,298.75,0.0033472958,259.3
NSanAndreasNorthCoast,263.87,0.0037898,295.67,0.0033821224,262,298.72,0.003347627,259.32
CalaverasfaultNorth,618.05,0.001618,463.30,0.002158423,26,507.75,0.001969478,23.76
ElsinoreTemecula,1019.16,9.812E-4,1225.94,8.157015E-4,27,1341.93,7.451932E-4,23.44
ElsinoreWhittier,3196.93,3.128E-4,1221.23,8.1884686E-4,61,1334.45,7.493705E-4,55.8
SSAFCarrizoBidart,114.71,0.0087179,133.80,0.0074739303,178,143.55,0.0069661792,165.85
SanJacintoHogLake,311.78,0.0032074,254.91,0.0039229263,299,316.01,0.0031644497,240.21
PuenteHills,3506.31,2.852E-4,14856.04,6.731268E-5,5,15386.27,6.4993015E-5,4.71
SanGregorioNorth,1019.06,9.813E-4,445.96,0.002242363,160,463.26,0.002158611,153.92
SanJacintoSuperstition,508.26,0.0019675,447.93,0.002232482,34,499.99,0.0020000478,30.32
SSanAndreasWrightwood,106.04,0.0094304,223.68,0.004470695,346,225.91,0.0044264644,342.55
SSanAndreasPitmanCanyon,173.48,0.0057643,223.03,0.004483653,347,234.35,0.0042670495,330.25
SSanAndreasPlungeCreek,205.36,0.0048695,288.58,0.003465275,267,350.55,0.0028526941,217.14
FrazierMountianSSAF,148.57,0.0067307,182.65,0.0054749353,50,212.37,0.004708698,41.91
NSanAndreasSantaCruzSeg,109.84,0.0091041,206.63,0.004839683,136,225.34,0.0044377986,124.63
RodgersCreek,325.31,0.003074,707.47,0.0014134882,105,799.23,0.0012512081,84.09
GreenValleyMasonRoad,293.31,0.0034094,77256.16,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,438.98,0.0022780118,140,497.58,0.0020097194,123.25
HaywardfaultSouth,167.57,0.0059677,447.09,0.0022366617,173,515.64,0.0019393198,149.83
SSanAndreasCoachella,178.45,0.0056037,192.19,0.0052030836,98,215.83,0.004633338,87.22
ElsinoreGlenIvy,179.12,0.0055828,457.67,0.0021850038,93,506.03,0.0019761745,83.53
GarlockCentralallevents,1434.93,6.969E-4,762.06,0.0013122316,102,787.93,0.0012691434,98.66
NSanAndreasAlderCreek,869.64,0.0011499,292.31,0.0034209974,265,295.51,0.0033839366,262.14
SSanAndreasPallettCreek,149.30,0.006698,220.48,0.0045354874,351,222.99,0.0044845417,347.05
GarlockWesternallevents,1230.16,8.129E-4,853.56,0.0011715612,90,898.62,0.0011128117,85.5
ElsinoreFaultJulian,3250.98,3.076E-4,2424.97,4.1237668E-4,32,2448.82,4.0835986E-4,31.67
TOTAL,9.11,0.1097689,29.04,0.034433957,2659,32.03,0.03121692,2410.61
