Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0019674806,0.0010163244,8.5430074E-4,6.9238007E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.6827136E-4,1.6040565E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.001838041,9.0486225E-4,0.0012296754,0.0010708866
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],4.4009433E-4,4.162304E-4,4.1420644E-4,4.083754E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],9.060766E-4,4.956474E-4,3.106548E-4,2.7795564E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],0.0012943951,7.249312E-4,7.89581E-4,7.2313374E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0015532741,8.865418E-4,6.4719754E-4,5.399278E-4
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.001592106,0.0013106703,0.0014497224,0.0013586985
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0014885544,0.001157853,0.0011649556,0.0011043834
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],3.883185E-5,3.2235428E-5,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0032748196,0.0015853166,0.0017733213,0.0014693377
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0028606132,0.0019077959,0.0022393034,0.001942884
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.003430147,0.0033966976,0.003430147,0.0033947432
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.004167952,0.0021345082,0.002122808,0.0018856043
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0033913152,0.0033546304,0.0033913152,0.0033568994
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0033913152,0.0033250218,0.0033913152,0.0033568703
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0036372503,0.0035713795,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],4.7892617E-4,3.5526007E-4,5.1775805E-5,5.0962324E-5
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0032489316,0.0021901384,0.002071032,0.00199725
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0019027608,0.0010348845,0.0013591149,0.001086954
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0051646363,0.0032311375,0.0013979467,0.001352821
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0028735572,0.001345321,5.17758E-4,4.479198E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0062001524,0.004064005,0.0023040234,0.0021460177
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],8.5430074E-4,5.000048E-4,1.6827136E-4,1.3460711E-4
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.002135752,0.0011502608,0.0014108906,0.0011446514
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.002135752,0.0011502608,0.001320283,9.900456E-4
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004556271,0.004484224,0.004543327,0.0044929693
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0052034683,0.0042840014,0.004491551,0.004275121
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.004763374,0.002569397,0.0033524833,0.0028928798
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0027958935,0.0016280629,0.00209692,0.0017829451
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004478607,0.004406328,0.004478607,0.0044328705
