Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9749232,0.76249385,0.9784208,0.7779985,0.72878754
20.00,0.90797573,0.5813969,0.9195534,0.6052817,0.53113127
30.00,0.808664,0.44331154,0.83182055,0.47090825,0.3870819
40.00,0.6974708,0.33802232,0.7309256,0.36636594,0.28210047
50.00,0.58432746,0.25773993,0.62566376,0.28503215,0.2055913
60.00,0.47229508,0.19652511,0.5197232,0.2217546,0.14983238
70.00,0.35777062,0.14984919,0.40939862,0.17252475,0.10919597
80.00,0.26345497,0.11425909,0.3143102,0.134224,0.079580665
90.00,0.18981135,0.08712185,0.23741342,0.10442607,0.057997398
100.00,0.12642018,0.066429876,0.16751716,0.08124333,0.04226778
110.00,0.08235712,0.05065237,0.11653446,0.06320719,0.030804234
120.00,0.04630898,0.03862212,0.07324483,0.0491751,0.022449743
130.00,0.021980088,0.02944913,0.041836392,0.038258154,0.016361093
140.00,0.007016901,0.02245478,0.01664257,0.029764788,0.011923761
150.00,0.0012707914,0.017121632,0.0051316866,0.023156961,0.008689889
160.00,0.0,0.013055138,0.0017852915,0.018016081,0.0063330824
170.00,0.0,0.009954463,7.476972E-4,0.014016484,0.0046154717
180.00,0.0,0.0075902166,4.6850956E-4,0.010904804,0.0033636983
190.00,0.0,0.0057874937,2.7931973E-4,0.008483921,0.0024514215
200.00,0.0,0.004412928,1.5943109E-4,0.006600478,0.0017865654
210.00,0.0,0.0033648305,6.252568E-5,0.0051351623,0.0013020267
220.00,0.0,0.0025656626,3.43826E-5,0.003995149,9.489008E-4
230.00,0.0,0.001956302,1.2199046E-5,0.0031082197,6.915471E-4
240.00,0.0,0.0014916682,1.0700385E-5,0.0024181905,5.039909E-4
250.00,0.0,0.0011373878,9.201725E-6,0.0018813486,3.673023E-4
260.00,0.0,8.672512E-4,7.7030645E-6,0.0014636863,2.6768536E-4
270.00,0.0,6.612737E-4,0.0,0.0011387458,1.9508575E-4
