Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,641.48,0.0015589034,84,687.13,0.0014553296,78.41
SSanAndreasIndio,277.37,0.0036053,330.56,0.0030251516,164,336.81,0.0029690762,160.96
SSAFMCreek1000Palms,261.33,0.0038266,1852.90,5.396954E-4,29,2353.74,4.24856E-4,22.88
NSanAndreasFortRoss,306.28,0.003265,287.91,0.003473279,188,290.84,0.0034383757,186.11
NSanAndreasNorthCoast,263.87,0.0037898,287.91,0.003473279,188,291.39,0.00343186,185.77
CalaverasfaultNorth,618.05,0.001618,1298.90,7.698843E-4,42,1529.16,6.539545E-4,35.4
ElsinoreTemecula,1019.16,9.812E-4,1197.31,8.352023E-4,45,1219.91,8.1973406E-4,44.16
ElsinoreWhittier,3196.93,3.128E-4,2385.40,4.1921675E-4,22,2448.71,4.0837767E-4,21.4
SSAFCarrizoBidart,114.71,0.0087179,228.52,0.004375896,236,230.81,0.004332499,233.66
SanJacintoHogLake,311.78,0.0032074,501.71,0.00199318,108,506.16,0.001975673,107.04
PuenteHills,3506.31,2.852E-4,54078.99,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,674.20,0.00148325,81,683.58,0.0014628809,79.89
SanJacintoSuperstition,508.26,0.0019675,2023.12,4.9428554E-4,27,2094.05,4.7754459E-4,26.09
SSanAndreasWrightwood,106.04,0.0094304,228.67,0.004373158,236,230.97,0.0043296097,233.63
SSanAndreasPitmanCanyon,173.48,0.0057643,241.00,0.0041493294,223,250.12,0.003998102,214.9
SSanAndreasPlungeCreek,205.36,0.0048695,3161.80,3.1627508E-4,17,3710.69,2.6949166E-4,14.26
FrazierMountianSSAF,148.57,0.0067307,219.33,0.0045592496,246,223.14,0.0044814837,241.78
NSanAndreasSantaCruzSeg,109.84,0.0091041,306.72,0.0032603382,176,323.85,0.0030878615,166.71
RodgersCreek,325.31,0.003074,749.68,0.0013338993,72,793.77,0.0012598054,67.88
GreenValleyMasonRoad,293.31,0.0034094,54078.99,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,648.31,0.0015424825,84,658.29,0.0015190896,82.72
HaywardfaultSouth,167.57,0.0059677,785.44,0.001273175,68,822.23,0.0012162064,64.96
Compton,2658.16,3.762E-4,54078.99,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,330.56,0.0030251516,164,336.13,0.0029750415,161.3
ElsinoreGlenIvy,179.12,0.0055828,1197.31,8.352023E-4,45,1215.27,8.2286214E-4,44.34
GarlockCentralallevents,1434.93,6.969E-4,927.79,0.0010778315,58,937.11,0.0010671129,57.37
NSanAndreasAlderCreek,869.64,0.0011499,287.91,0.003473279,188,290.83,0.003438439,186.07
SSanAndreasPallettCreek,149.30,0.006698,228.67,0.004373158,236,231.03,0.004328491,233.55
GarlockWesternallevents,1230.16,8.129E-4,1383.29,7.2291505E-4,39,1396.46,7.160971E-4,38.62
ElsinoreFaultJulian,3250.98,3.076E-4,1804.26,5.542439E-4,30,1837.17,5.4431544E-4,29.46
TOTAL,9.08,0.1101451,32.28,0.030979387,1676,33.09,0.030219791,1634.93
