Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],8.8759046E-4,5.538179E-4,7.7664165E-4,6.5812824E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.8491468E-4,1.5759135E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014793174,0.0011091925,8.3211606E-4,8.1952504E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.472014E-4,5.955469E-4,5.5474404E-4,5.462994E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0010725051,9.1488066E-4,8.3211606E-4,8.076093E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],5.91727E-4,4.7242097E-4,4.068123E-4,3.9636286E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0047153244,0.004484403,0.004585884,0.004493007
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0010725051,0.0010374809,0.0010725051,0.0010608964
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],7.2116725E-4,6.8921014E-4,7.2116725E-4,7.138051E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0,0.0,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019600957,0.0016651272,0.0015532833,0.0015289438
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0020340616,0.0014247977,0.0012944028,0.0012285443
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0034948876,0.0034519276,0.003476396,0.0034414183
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0047153244,0.003581523,0.0032544984,0.003090458
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.003476396,0.003435266,0.003476396,0.003441435
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003476396,0.0033943534,0.003476396,0.0034350562
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.003513379,0.0034549606,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.4793174E-4,1.0010489E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0015347919,0.0014460144,0.001497809,0.0014788558
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0016272492,0.001259775,0.0013313857,0.0012566866
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002052553,0.001992807,0.0019970785,0.0019766984
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0018491468,0.0011831805,8.136246E-4,7.264854E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0044009695,0.0042575696,0.004382478,0.004329338
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0024963482,0.0015877114,0.0014793174,0.0012558879
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0054180003,0.004076994,0.0030326007,0.0029875445
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0054180003,0.004076994,0.0030326007,0.002979793
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0043639867,0.00429935,0.0043639867,0.00432006
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.004493427,0.002917286,0.0040496318,0.0039018118
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],5.3625257E-4,3.1766732E-4,3.1435495E-4,2.6708754E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0025888055,0.0016967074,0.0015532833,0.0013334074
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0043639867,0.004270117,0.0043639867,0.0043193623
