Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,239.07,0.004182947,492,263.61,0.0037935409,446.23
SSanAndreasIndio,277.37,0.0036053,175.42,0.0057004546,669,185.79,0.005382399,631.69
SSAFMCreek1000Palms,261.33,0.0038266,2479.61,4.0328983E-4,45,3665.06,2.7284696E-4,30.38
NSanAndreasFortRoss,306.28,0.003265,206.41,0.004844678,569,209.40,0.0047755903,560.9
NSanAndreasNorthCoast,263.87,0.0037898,202.14,0.004947031,581,206.68,0.0048383744,568.23
CalaverasfaultNorth,618.05,0.001618,490.25,0.0020397769,240,619.04,0.0016154085,189.69
ElsinoreTemecula,1019.16,9.812E-4,802.85,0.0012455574,146,830.34,0.0012043194,141.18
ElsinoreWhittier,3196.93,3.128E-4,1694.33,5.9020217E-4,70,1763.25,5.6713546E-4,67.26
SSAFCarrizoBidart,114.71,0.0087179,145.07,0.006893166,809,148.12,0.0067512086,792.35
SanJacintoHogLake,311.78,0.0032074,301.47,0.0033170902,389,308.76,0.0032387143,379.81
PuenteHills,3506.31,2.852E-4,5619.51,1.7795144E-4,21,6052.02,1.6523396E-4,19.54
SanGregorioNorth,1019.06,9.813E-4,423.56,0.0023609241,277,435.69,0.0022952296,269.31
SanJacintoSuperstition,508.26,0.0019675,1580.50,6.3271174E-4,73,1642.05,6.0899433E-4,70.19
SSanAndreasWrightwood,106.04,0.0094304,163.01,0.0061345897,721,165.31,0.0060491282,710.95
SSanAndreasPitmanCanyon,173.48,0.0057643,187.19,0.005342205,628,195.53,0.005114197,601.18
SSanAndreasPlungeCreek,205.36,0.0048695,803.72,0.0012442174,123,926.09,0.0010798109,103.65
FrazierMountianSSAF,148.57,0.0067307,123.29,0.008110951,953,128.87,0.0077595594,911.74
NSanAndreasSantaCruzSeg,109.84,0.0091041,204.57,0.0048883935,574,216.89,0.004610605,541.38
RodgersCreek,325.31,0.003074,360.01,0.002777675,326,393.38,0.002542065,298.34
GreenValleyMasonRoad,293.31,0.0034094,3373.61,2.9641797E-4,34,3808.31,2.6258364E-4,30.08
HaywardfaultNorth,318.34,0.0031413,348.29,0.0028711823,337,368.73,0.0027119857,318.31
HaywardfaultSouth,167.57,0.0059677,441.88,0.002263074,265,473.11,0.0021136946,247.41
Compton,2658.16,3.762E-4,6872.56,1.4550611E-4,16,7189.40,1.3909364E-4,15.09
SSanAndreasCoachella,178.45,0.0056037,185.71,0.0053847106,632,195.82,0.0051068477,599.43
ElsinoreGlenIvy,179.12,0.0055828,615.31,0.0016251955,191,655.60,0.0015253092,179.27
GarlockCentralallevents,1434.93,6.969E-4,641.56,0.001558707,184,654.82,0.001527146,180.27
NSanAndreasAlderCreek,869.64,0.0011499,207.88,0.004810561,565,210.87,0.004742321,556.98
SSanAndreasPallettCreek,149.30,0.006698,162.78,0.00614311,722,164.98,0.0060613984,712.4
GarlockWesternallevents,1230.16,8.129E-4,852.13,0.0011735326,138,872.87,0.0011456428,134.71
ElsinoreFaultJulian,3250.98,3.076E-4,1383.98,7.225536E-4,85,1414.70,7.068631E-4,83.15
TOTAL,9.08,0.1101451,18.01,0.05551983,6520,18.83,0.053092796,6235.01
