Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.002035017,0.0011089989,0.0020435317,0.0016170662
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.9583845E-4,1.854656E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0019924433,0.0016506738,0.0015667076,0.0014869503
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],9.451334E-4,8.7384635E-4,7.237508E-4,7.0608454E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0016859137,0.0014000814,0.0012686925,0.0012181235
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],9.28104E-4,7.6199457E-4,5.960301E-4,5.7211274E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.00897451,0.007928796,0.008037891,0.007649975
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0017114579,0.0016089667,0.0015581929,0.0015260958
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0013368103,0.0012032671,0.0011750307,0.0011451237
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0010047364,5.450049E-4,2.895003E-4,2.5439006E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0036272688,0.0030576214,0.002869459,0.0027120525
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.004129637,0.002735635,0.0022393703,0.0020940064
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.004938535,0.004803486,0.0048108143,0.0047406787
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0060965363,0.005001988,0.0048874468,0.0046123546
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.004955564,0.004864818,0.0048278435,0.0047634835
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.005245065,0.004952147,0.0049470495,0.0048338952
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.005415359,0.0051361653,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.809856E-4,2.3831555E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.002665106,0.0024385047,0.0023585763,0.002294485
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.00404449,0.002710531,0.0027757972,0.0025436848
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.003678357,0.0034229108,0.0033377684,0.0032533188
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0025203559,0.0018138594,0.0011494866,0.0010105262
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0077739353,0.007244939,0.0069480077,0.006792657
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.008318877,0.0042789327,0.004095578,0.0032279475
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0077654202,0.0062046675,0.0051599178,0.0049230885
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0077654202,0.0062046675,0.0056963447,0.0053872867
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.006258316,0.006112463,0.006130595,0.00605074
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0065052425,0.0039771544,0.005211006,0.0050028684
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0021627378,0.0010579373,0.00104731,8.7835337E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.004461711,0.003220112,0.0029120327,0.0026824793
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0061816834,0.0059526456,0.006130595,0.0060475096
