Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9694035,0.74450237,0.9745061,0.76442355,0.72878754
20.00,0.89079446,0.55428374,0.90735495,0.58434343,0.53113127
30.00,0.7864434,0.41266555,0.81511635,0.44668588,0.3870819
40.00,0.66517705,0.30723047,0.707465,0.34145722,0.28210047
50.00,0.53887534,0.22873381,0.5916948,0.26101795,0.2055913
60.00,0.42069703,0.17029285,0.48016518,0.19952828,0.14983238
70.00,0.31450424,0.12678343,0.37541685,0.15252411,0.10919597
80.00,0.22241856,0.09439056,0.28168097,0.11659303,0.079580665
90.00,0.15158857,0.070273995,0.2043696,0.08912646,0.057997398
100.00,0.09179845,0.052319158,0.13434014,0.06813037,0.04226778
110.00,0.04896526,0.038951736,0.08310048,0.05208046,0.030804234
120.00,0.01944135,0.028999658,0.04118418,0.039811533,0.022449743
130.00,0.005554118,0.021590313,0.016893208,0.030432872,0.016361093
140.00,0.0011987898,0.016074039,0.006039766,0.023263605,0.011923761
150.00,0.0,0.01196716,0.0027867681,0.017783249,0.008689889
160.00,0.0,0.008909578,0.0015689931,0.0135939345,0.0063330824
170.00,0.0,0.006633202,8.37334E-4,0.010391524,0.0046154717
180.00,0.0,0.004938435,5.88877E-4,0.007943526,0.0033636983
190.00,0.0,0.0036766762,1.7129294E-4,0.0060722185,0.0024514215
200.00,0.0,0.0027372942,7.530984E-5,0.004641747,0.0017865654
210.00,0.0,0.002037922,3.288421E-5,0.003548261,0.0013020267
220.00,0.0,0.0015172376,1.250079E-5,0.0027123743,9.489008E-4
230.00,0.0,0.001129587,1.0099088E-5,0.0020734027,6.915471E-4
240.00,0.0,8.4098015E-4,7.85358E-6,0.001584958,5.039909E-4
250.00,0.0,6.261117E-4,0.0,0.0012115793,3.673023E-4
