Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0015823239,8.6415437E-4,0.0010110335,8.8127854E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.5785654E-4,1.487222E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0017025956,0.0014007795,0.0012628523,0.001219878
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.051168E-4,5.891946E-4,6.051168E-4,5.986584E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0013229882,0.0011014588,0.0011012374,0.0010703342
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.8176573E-4,6.14416E-4,4.6981114E-4,4.5698512E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.006645009,0.005929123,0.006487152,0.006191233
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0012590939,0.0012117225,0.001213992,0.0011981161
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],0.0010035166,9.417419E-4,9.396223E-4,9.28262E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],9.922411E-4,5.8480055E-4,2.6309423E-4,2.4477518E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0023077123,0.0019882238,0.0019581728,0.0019260705
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0032924365,0.0023231746,0.0014846032,0.0014059148
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0038975533,0.0038191718,0.0038486929,0.0038073035
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0051453714,0.0039927647,0.0033337798,0.0032319294
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0038562098,0.0037943632,0.003833659,0.003793794
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.003811108,0.00371554,0.0037998324,0.0037500188
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.00477704,0.0044312645,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.6685273E-4,2.1975234E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0016650107,0.001586225,0.0016236673,0.0016054623
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0031345799,0.0022345698,0.0020408595,0.0019389684
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0022175086,0.0021880728,0.00221375,0.0021904856
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0016424598,0.0013178664,0.0011162712,0.0010350782
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0059797564,0.0056023765,0.005446051,0.005376487
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.004017825,0.0019454793,0.0022889199,0.0018797735
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0062202993,0.005146336,0.0039013117,0.003818548
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0062202993,0.005146336,0.004047893,0.0039427923
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004840934,0.004776887,0.004833417,0.0047848118
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0051378547,0.0033995784,0.00470187,0.0045159436
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0021047539,0.0010284868,8.8324497E-4,7.8957126E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0030218253,0.002355172,0.0016950786,0.001603641
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.0048446925,0.004755966,0.004833417,0.0047843084
