Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.836968,0.471159,0.86199844,0.5078654,0.33238843
20.00,0.55213094,0.22199082,0.6054808,0.2579273,0.110482074
30.00,0.31813172,0.10459298,0.37591538,0.13099235,0.036722966
40.00,0.15932706,0.049279924,0.20826982,0.06652649,0.012206289
50.00,0.07142534,0.02321868,0.1043822,0.033786505,0.004057229
60.00,0.030398222,0.010939691,0.048973568,0.017158998,0.001348576
70.00,0.012846125,0.005154334,0.022174804,0.008714462,4.4825108E-4
80.00,0.0042381394,0.002428511,0.008607343,0.004425774,1.4899348E-4
90.00,0.001295788,0.0011442149,0.0027861558,0.0022476974,4.952371E-5
100.00,3.525681E-4,5.3910713E-4,9.1015047E-4,0.0011415279,1.6461108E-5
110.00,0.0,2.540052E-4,6.438096E-5,5.7974254E-4,5.4714824E-6
120.00,0.0,1.19676835E-4,1.4084081E-5,2.944312E-4,1.8186574E-6
130.00,0.0,5.6386823E-5,4.7520107E-6,1.4953142E-4,6.045007E-7
140.00,0.0,2.6567159E-5,0.0,7.594184E-5,2.0092905E-7
