Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9953638,0.8922415,0.9955062,0.89390194,0.72878754
20.00,0.9825006,0.7960949,0.98306453,0.79906064,0.53113127
30.00,0.9614437,0.7103089,0.96260464,0.71428186,0.3870819
40.00,0.93484324,0.63376707,0.9367815,0.6384979,0.28210047
50.00,0.902527,0.5654733,0.90539306,0.57075447,0.2055913
60.00,0.86375386,0.5045387,0.8676654,0.51019853,0.14983238
70.00,0.8197922,0.4501704,0.8247277,0.45606744,0.10919597
80.00,0.7746559,0.4016607,0.7807742,0.40767956,0.079580665
90.00,0.7299886,0.35837835,0.7369818,0.36442554,0.057997398
100.00,0.6764014,0.31976005,0.68448925,0.3257607,0.04226778
110.00,0.6274546,0.28530318,0.6363628,0.2911981,0.030804234
120.00,0.5740502,0.25455934,0.5838791,0.26030254,0.022449743
130.00,0.5230777,0.22712842,0.5334159,0.23268494,0.016361093
140.00,0.47434297,0.2026534,0.4850261,0.20799752,0.011923761
150.00,0.42503315,0.18081577,0.436107,0.18592937,0.008689889
160.00,0.37969345,0.16133134,0.39072523,0.16620262,0.0063330824
170.00,0.32997945,0.14394651,0.3411977,0.14856885,0.0046154717
180.00,0.29471532,0.12843505,0.3056027,0.13280597,0.0033636983
190.00,0.25816935,0.114595085,0.26884976,0.11871552,0.0024514215
200.00,0.220329,0.102246486,0.23056847,0.10612003,0.0017865654
210.00,0.19035357,0.09122856,0.20022102,0.0948609,0.0013020267
220.00,0.16500896,0.081397906,0.1741173,0.08479634,9.489008E-4
230.00,0.13833407,0.07262659,0.14673945,0.07579961,6.915471E-4
240.00,0.12204884,0.064800456,0.12985003,0.06775741,5.039909E-4
250.00,0.10233417,0.05781766,0.10967563,0.06056848,3.673023E-4
260.00,0.08235565,0.051587313,0.0887972,0.05414228,2.6768536E-4
270.00,0.06762423,0.046028342,0.07322627,0.04839789,1.9508575E-4
280.00,0.05273406,0.041068397,0.057027105,0.043262966,1.4217607E-4
290.00,0.04205768,0.036642928,0.046110105,0.03867285,1.0361615E-4
300.00,0.031023435,0.032694343,0.03441717,0.034569733,7.551416E-5
310.00,0.019049363,0.029171249,0.021736875,0.030901952,5.503378E-5
320.00,0.0128009375,0.026027799,0.015068514,0.027623313,4.0107934E-5
330.00,0.0068126926,0.023223083,0.008272005,0.024692532,2.9230163E-5
340.00,0.002979956,0.020720597,0.0038280052,0.022072703,2.1302578E-5
350.00,0.0012427696,0.018487778,0.0016740522,0.01973083,1.5525055E-5
360.00,0.0010298971,0.016495563,0.0014597252,0.017637428,1.1314466E-5
370.00,8.1702456E-4,0.014718025,0.0011922749,0.01576613,8.245842E-6
380.00,0.0,0.013132033,4.021627E-4,0.014093374,6.009467E-6
390.00,0.0,0.011716945,3.505129E-4,0.012598094,4.379625E-6
400.00,0.0,0.010454345,2.9999556E-4,0.01126146,3.1918162E-6
410.00,0.0,0.0093278,2.3676766E-4,0.010066641,2.3261557E-6
420.00,0.0,0.008322651,1.7328434E-4,0.00899859,1.6952735E-6
430.00,0.0,0.007425814,1.18909426E-4,0.008043856,1.2354942E-6
440.00,0.0,0.0066256193,9.306035E-5,0.007190419,9.004128E-7
450.00,0.0,0.0059116525,7.985616E-5,0.006427529,6.5620964E-7
460.00,0.0,0.005274622,7.574243E-5,0.0057455804,4.782374E-7
470.00,0.0,0.0047062365,6.127282E-5,0.0051359856,3.4853346E-7
480.00,0.0,0.0041990997,4.6725934E-5,0.0045910673,2.5400686E-7
490.00,0.0,0.0037466108,3.8138798E-5,0.0041039637,1.8511703E-7
500.00,0.0,0.0033428818,0.0,0.003668541,1.3491099E-7
