Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,151.45,0.006602786,1889,188.36,0.0053090993,1518.68
SSanAndreasIndio,277.37,0.0036053,124.49,0.008032553,2299,138.42,0.0072245565,2067.8
SSAFMCreek1000Palms,261.33,0.0038266,1300.53,7.689196E-4,220,2135.53,4.6826765E-4,133.53
NSanAndreasFortRoss,306.28,0.003265,137.82,0.0072558224,2077,141.76,0.0070542316,2019.28
NSanAndreasNorthCoast,263.87,0.0037898,131.70,0.0075928997,2173,138.31,0.007230079,2069.13
CalaverasfaultNorth,618.05,0.001618,120.36,0.008308328,2377,197.15,0.005072294,1451.01
ElsinoreTemecula,1019.16,9.812E-4,506.63,0.0019738425,565,543.54,0.0018397843,526.58
ElsinoreWhittier,3196.93,3.128E-4,1107.41,9.030104E-4,259,1225.48,8.160098E-4,234.03
SSAFCarrizoBidart,114.71,0.0087179,88.97,0.011239936,3216,94.13,0.01062368,3039.62
SanJacintoHogLake,311.78,0.0032074,267.04,0.0037448131,1072,271.03,0.0036896716,1056.21
PuenteHills,3506.31,2.852E-4,3480.95,2.8727824E-4,82,4071.32,2.456204E-4,69.85
SanGregorioNorth,1019.06,9.813E-4,289.99,0.0034483657,987,306.80,0.0032594595,932.93
SanJacintoSuperstition,508.26,0.0019675,840.70,0.0011894878,340,969.22,0.0010317601,295
SSanAndreasWrightwood,106.04,0.0094304,112.32,0.008903261,2548,114.87,0.008705842,2491.48
SSanAndreasPitmanCanyon,173.48,0.0057643,106.19,0.009417113,2695,125.68,0.007956744,2277.14
SSanAndreasPlungeCreek,205.36,0.0048695,262.09,0.003815487,1092,361.78,0.0027641454,790.93
FrazierMountianSSAF,148.57,0.0067307,86.01,0.011626705,3327,93.46,0.010699754,3061.67
NSanAndreasSantaCruzSeg,109.84,0.0091041,89.03,0.011231678,3213,112.60,0.008881201,2540.74
RodgersCreek,325.31,0.003074,124.99,0.008000932,2289,193.43,0.0051699174,1478.84
GreenValleyMasonRoad,293.31,0.0034094,1367.68,7.311651E-4,209,2065.56,4.8412976E-4,138.04
HaywardfaultNorth,318.34,0.0031413,271.92,0.0036775675,1053,286.45,0.0034909674,999.53
HaywardfaultSouth,167.57,0.0059677,248.54,0.0040235003,1151,300.62,0.0033264852,951.54
Compton,2658.16,3.762E-4,4118.59,2.4280179E-4,68,4815.75,2.0765196E-4,58.26
SSanAndreasCoachella,178.45,0.0056037,126.08,0.007931185,2270,141.22,0.007081326,2026.83
ElsinoreGlenIvy,179.12,0.0055828,410.26,0.0024374886,697,472.06,0.0021183887,605.79
GarlockCentralallevents,1434.93,6.969E-4,464.55,0.0021526313,616,480.50,0.0020811846,595.55
NSanAndreasAlderCreek,869.64,0.0011499,137.82,0.0072558224,2077,142.03,0.007040566,2015.35
SSanAndreasPallettCreek,149.30,0.006698,112.36,0.008899766,2547,114.91,0.008702472,2490.55
GarlockWesternallevents,1230.16,8.129E-4,606.64,0.0016484273,472,633.87,0.0015776039,451.71
ElsinoreFaultJulian,3250.98,3.076E-4,924.09,0.0010821449,309,963.09,0.0010383256,296.51
TOTAL,9.08,0.1101451,10.40,0.09611176,27505,12.15,0.08232504,23559.68
