Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9513019,0.68005866,0.962144,0.71393543,0.72878754
20.00,0.8319956,0.46247977,0.8653695,0.5097038,0.53113127
30.00,0.6791095,0.31451336,0.73689675,0.36389562,0.3870819
40.00,0.5108042,0.21388754,0.59057623,0.259798,0.28210047
50.00,0.36044693,0.14545608,0.4482615,0.185479,0.2055913
60.00,0.2339619,0.098918654,0.32103646,0.13242003,0.14983238
70.00,0.13464282,0.06727049,0.21258521,0.09453935,0.10919597
80.00,0.06935323,0.045747876,0.12936226,0.067494996,0.079580665
90.00,0.027181828,0.03111124,0.06715797,0.04818707,0.057997398
100.00,0.0060370946,0.021157468,0.024815898,0.03440246,0.04226778
110.00,0.0012579578,0.014388319,0.008945352,0.024561135,0.030804234
120.00,0.0,0.009784901,0.0037922314,0.017535064,0.022449743
130.00,0.0,0.0066543063,0.0017528938,0.012518904,0.016361093
140.00,0.0,0.0045253187,8.685906E-4,0.0089376895,0.011923761
150.00,0.0,0.003077482,3.748669E-4,0.0063809333,0.008689889
160.00,0.0,0.0020928683,1.7654273E-4,0.0045555746,0.0063330824
170.00,0.0,0.0014232732,7.7983466E-5,0.003252386,0.0046154717
180.00,0.0,9.6790923E-4,3.4240275E-5,0.0023219937,0.0033636983
190.00,0.0,6.5823505E-4,1.2196373E-5,0.0016577537,0.0024514215
200.00,0.0,4.4763845E-4,9.173925E-6,0.0011835292,0.0017865654
210.00,0.0,3.044204E-4,0.0,8.449634E-4,0.0013020267
