Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0020165863,0.001041285,0.0016589939,0.001404383
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],1.524164E-4,1.4649286E-4,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.0014479557,0.0012135638,0.0011138121,0.0010887388
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],5.7449256E-4,5.550391E-4,5.100087E-4,5.0087844E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011138121,9.98493E-4,9.555336E-4,9.368316E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],7.444955E-4,5.930958E-4,4.4552487E-4,4.3300228E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0054987147,0.005136989,0.0052231927,0.0051238243
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0011841581,0.0011335037,0.0010903635,0.0010754948
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],9.379471E-4,8.7809144E-4,8.207037E-4,8.0709025E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],8.2656584E-4,4.7632612E-4,2.1103809E-4,1.9791316E-4
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0022569352,0.0020217977,0.0018641698,0.0018197602
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0029076359,0.0019642597,0.0017527886,0.0016559013
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0035114393,0.0034317393,0.0034235069,0.0033835175
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0047366326,0.0037774218,0.003493853,0.003355071
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0036286828,0.0035388318,0.003529026,0.0034824351
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0040097237,0.0037255986,0.0037283397,0.0036644903
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0040331725,0.0037758967,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],2.2276244E-4,1.9649106E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0019814132,0.00183765,0.0017058912,0.0016705389
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0039979992,0.002452629,0.0021514161,0.00204769
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.0017234777,0.0017015366,0.0017234777,0.0017060497
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0016296831,0.0012652655,7.913928E-4,7.380599E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0056276824,0.005218348,0.004976982,0.0049033794
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0066770106,0.0035855705,0.0029193603,0.0025844823
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.0056745796,0.004718094,0.00381041,0.003729706
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.0056745796,0.004718094,0.004226624,0.0041079945
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.004425938,0.004344975,0.0043790406,0.004329512
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0050062924,0.00319074,0.0040683453,0.00396264
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],0.0014479557,7.5044687E-4,8.3242805E-4,7.2363217E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0038573074,0.0025426245,0.0021338295,0.0020326304
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004402489,0.0042660264,0.004367316,0.004320986
