Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,623.67,0.0016034163,901,669.09,0.0014945589,839.61
SSanAndreasIndio,277.37,0.0036053,315.41,0.0031705191,1781,321.96,0.0031059918,1744.75
SSAFMCreek1000Palms,261.33,0.0038266,2206.31,4.532448E-4,255,2749.00,3.6376814E-4,204.52
NSanAndreasFortRoss,306.28,0.003265,277.19,0.0036076,2027,280.13,0.00356983,2005.76
NSanAndreasNorthCoast,263.87,0.0037898,277.74,0.0036004772,2023,281.43,0.0035532184,1996.45
CalaverasfaultNorth,618.05,0.001618,1354.14,7.3847425E-4,415,1616.79,6.185082E-4,347.58
ElsinoreTemecula,1019.16,9.812E-4,1099.03,9.0988923E-4,511,1127.44,8.8696386E-4,498.13
ElsinoreWhittier,3196.93,3.128E-4,2666.98,3.7495582E-4,211,2735.83,3.6552042E-4,205.7
SSAFCarrizoBidart,114.71,0.0087179,219.51,0.0045556827,2560,222.00,0.0045045363,2531.25
SanJacintoHogLake,311.78,0.0032074,474.97,0.002105379,1183,480.14,0.0020827232,1170.26
PuenteHills,3506.31,2.852E-4,561883.77,0.0,0,∞,0.0,0
SanGregorioNorth,1019.06,9.813E-4,633.37,0.0015788645,887,644.49,0.0015516119,871.69
SanJacintoSuperstition,508.26,0.0019675,2004.28,4.989331E-4,280,2089.40,4.7860658E-4,268.6
SSanAndreasWrightwood,106.04,0.0094304,218.20,0.004583041,2575,220.53,0.004534585,2547.74
SSanAndreasPitmanCanyon,173.48,0.0057643,227.79,0.0043899794,2467,238.71,0.004189249,2353.85
SSanAndreasPlungeCreek,205.36,0.0048695,2366.78,4.2251585E-4,237,2876.05,3.4769965E-4,194.96
FrazierMountianSSAF,148.57,0.0067307,207.17,0.0048269713,2712,210.83,0.0047431947,2664.93
NSanAndreasSantaCruzSeg,109.84,0.0091041,319.74,0.0031275887,1758,333.72,0.0029964978,1684.12
RodgersCreek,325.31,0.003074,721.43,0.00138613,779,769.39,0.0012997353,730.45
GreenValleyMasonRoad,293.31,0.0034094,561883.77,0.0,0,∞,0.0,0
HaywardfaultNorth,318.34,0.0031413,595.52,0.0016792117,944,607.34,0.0016465371,925.64
HaywardfaultSouth,167.57,0.0059677,802.25,0.0012464987,701,836.41,0.0011955794,672.34
Compton,2658.16,3.762E-4,561883.77,0.0,0,∞,0.0,0
SSanAndreasCoachella,178.45,0.0056037,315.41,0.0031705191,1781,321.16,0.003113696,1749.05
ElsinoreGlenIvy,179.12,0.0055828,1101.19,9.081051E-4,510,1127.03,8.872892E-4,498.31
GarlockCentralallevents,1434.93,6.969E-4,896.17,0.0011158583,626,907.16,0.001102342,618.39
NSanAndreasAlderCreek,869.64,0.0011499,276.24,0.0036200646,2034,279.32,0.0035800883,2011.54
SSanAndreasPallettCreek,149.30,0.006698,217.52,0.0045972853,2583,219.86,0.0045484104,2555.52
GarlockWesternallevents,1230.16,8.129E-4,1342.58,7.448321E-4,418,1357.38,7.3671126E-4,413.4
ElsinoreFaultJulian,3250.98,3.076E-4,1693.13,5.906237E-4,331,1744.02,5.7338685E-4,321.35
TOTAL,9.08,0.1101451,30.43,0.032858696,18461,31.21,0.032044854,18003.59
