Paleoseismic Site Name,UCERF3 Rate,UCERF3 95% Conf,UCERF3 68% Conf,Sim Subsection Rate,Sim Paleo-Detectable Subsection Rate,Sim Element Rate,Sim Paleo-Detectable Element Rate
Calaveras fault - North,0.001618,[8.41E-4 0.0031128],[0.0011644 0.0022419],0.0010233433,5.829207E-4,7.385869E-4,6.1806734E-4
Compton,3.762E-4,[1.647E-4 8.592E-4],[2.464E-4 5.721E-4],9.610529E-5,8.64082E-5,0.0,0.0
Elsinore - Glen Ivy,0.0055828,[0.0038119 0.0081764],[0.0046288 0.00677],0.001443359,0.0011206014,9.041016E-4,8.8539196E-4
Elsinore Fault - Julian,3.076E-4,[7.8E-6 0.0011347],[5.35E-5 5.62E-4],6.851951E-4,6.1908964E-4,5.890898E-4,5.717633E-4
Elsinore - Temecula,9.812E-4,[1.06E-5 0.090633],[5.225E-4 0.0018758],0.0011425851,9.5302705E-4,9.1477996E-4,8.841537E-4
Elsinore - Whittier,3.128E-4,[7.9E-6 0.0011538],[5.45E-5 5.725E-4],6.3892215E-4,4.913573E-4,3.755225E-4,3.6606265E-4
"Frazier Mountian, SSAF",0.0067307,[0.0037115 0.0122057],[0.0049697 0.0090886],0.0049334047,0.004726693,0.004837299,0.004740094
Garlock Central (all events),6.969E-4,[3.037E-4 0.0015988],[4.591E-4 0.0010631],0.0011336864,0.00108555,0.0011123297,0.0010993672
Garlock - Western (all events),8.129E-4,[3.459E-4 0.00191],[5.294E-4 0.0012535],7.581639E-4,7.176717E-4,7.457058E-4,7.3739846E-4
Green Valley - Mason Road,0.0034094,[0.0018448 0.0063008],[0.0025038 0.004657],0.0,0.0,0.0,0.0
Hayward fault - North,0.0031413,[0.0020308 0.0048591],[0.0025239 0.0039174],0.0019416827,0.0016612806,0.0016800627,0.0016471301
Hayward fault - South,0.0059677,[0.0046073 0.0077298],[0.0052416 0.0068047],0.0022050824,0.0014842834,0.0012725051,0.001213395
N. San Andreas - Alder Creek,0.0011499,[2.91E-5 0.0042417],[2.006E-4 0.0021088],0.0036288644,0.0035783595,0.0036128468,0.0035751215
N. San Andreas - Santa Cruz Seg.,0.0091041,[0.0054923 0.0150912],[0.0070415 0.0117617],0.0046717846,0.0036040337,0.003128761,0.003000141
N. San Andreas -  Fort Ross,0.003265,[0.0023217 0.0045915],[0.0027356 0.0038814],0.0036128468,0.0035650076,0.0036075076,0.0035706067
N. San Andreas - North Coast,0.0037898,[0.0024481 0.0058668],[0.0030343 0.0047303],0.0036057278,0.003512449,0.0036003888,0.0035524096
N. San Andreas -Offshore Noyo,0.0053293,[0.004035 0.0070387],[0.0046304 0.0061415],0.0037712425,0.0036484005,0.0,0.0
Puente Hills,2.852E-4,[1.909E-4 4.262E-4],[2.319E-4 3.518E-4],1.5661602E-4,1.181993E-4,0.0,0.0
San Gregorio - North,9.813E-4,[2.48E-5 0.0036199],[1.717E-4 0.0018047],0.0016854019,0.0015383272,0.0015786183,0.0015525798
Rodgers Creek,0.003074,[0.001274 0.0074173],[0.0019892 0.004789],0.0018082032,0.0013356657,0.0013864078,0.0013001584
San Jacinto - Hog Lake,0.0032074,[0.0018202 0.0056519],[0.0024066 0.0042752],0.002123215,0.0020646018,0.0021071974,0.0020846694
San Jacinto - Superstition,0.0019675,[5.929E-4 0.0065288],[0.0010666 0.0036454],0.0019594799,0.0012333433,7.9019903E-4,7.1676396E-4
S. SAF- Carrizo Bidart,0.0087179,[0.0048746 0.0155916],[0.0064913 0.0117016],0.0045952564,0.004427535,0.0045543225,0.0045020035
S. San Andreas - Burro Flats                         ,0.0048677,[0.002824 0.0083903],[0.0036799 0.0064073],0.0024809402,0.0015467684,0.0015305657,0.001294848
S. San Andreas - Coachella,0.0056037,[0.0031142 0.0100834],[0.0041571 0.0075507],0.005864202,0.004321712,0.0031554569,0.0031043468
S. San Andreas - Indio  ,0.0036053,[0.0022287 0.0058323],[0.002805 0.0046111],0.005864202,0.004321712,0.0031696947,0.0031058062
S. San Andreas - Pallett Creek,0.006698,[0.0044376 0.0101097],[0.005447 0.0082553],0.0046023754,0.0045249574,0.0045934767,0.004544738
S. San Andreas - Pitman Canyon      ,0.0057643,[0.003515 0.0094529],[0.0044747 0.0074149],0.0047750087,0.0030757326,0.0042161746,0.004049417
S. San Andreas - Plunge Creek   ,0.0048695,[0.0028965 0.0081864],[0.0036725 0.0062762],5.428169E-4,3.2258217E-4,4.217954E-4,3.473054E-4
S. SAF M. Creek - 1000 Palms,0.0038266,[0.0024425 0.0059951],[0.0030666 0.0047993],0.0025752657,0.0016996335,0.0014949711,0.0012935224
S. San Andreas - Wrightwood        ,0.0094304,[0.0067778 0.0131212],[0.0079741 0.0111519],0.004582798,0.0044912472,0.004582798,0.0045349845
