Open Interval (yr),Catalog Probability,Catalog Poisson Probability,Prob. Filtered Catalog Probability,Prob. Filtered Catalog Poisson Probability,Data Poisson Probability
10.00,0.9715012,0.75000834,0.9756137,0.76722205,0.72878754
20.00,0.89750975,0.56251246,0.9114717,0.5886297,0.53113127
30.00,0.79239094,0.42188904,0.8181966,0.4516097,0.3870819
40.00,0.6744408,0.3164203,0.7115737,0.34648493,0.28210047
50.00,0.5564205,0.23731785,0.6018681,0.2658309,0.2055913
60.00,0.43358153,0.17799036,0.4862635,0.20395133,0.14983238
70.00,0.3216506,0.13349426,0.37739784,0.15647596,0.10919597
80.00,0.22620325,0.1001218,0.27993003,0.120051816,0.079580665
90.00,0.14899844,0.07509218,0.19823352,0.0921064,0.057997398
100.00,0.10047704,0.056319762,0.14190061,0.07066607,0.04226778
110.00,0.060501285,0.04224029,0.09297034,0.054216564,0.030804234
120.00,0.03039719,0.03168057,0.052423622,0.041596144,0.022449743
130.00,0.014933648,0.023760691,0.028892217,0.03191348,0.016361093
140.00,0.0052308817,0.017820716,0.011839178,0.024484728,0.011923761
150.00,0.0013821186,0.013365685,0.004451647,0.018785223,0.008689889
160.00,5.63598E-4,0.010024375,0.0018196113,0.014412438,0.0063330824
170.00,3.5757475E-4,0.0075183646,0.0011285073,0.011057541,0.0046154717
180.00,0.0,0.005638836,4.347684E-4,0.008483589,0.0033636983
190.00,0.0,0.004229174,2.2162344E-4,0.006508797,0.0024514215
200.00,0.0,0.0031719157,7.861688E-5,0.0049936925,0.0017865654
210.00,0.0,0.0023789632,4.8829996E-5,0.0038312713,0.0013020267
220.00,0.0,0.0017842422,3.067572E-5,0.002939436,9.489008E-4
230.00,0.0,0.0013381965,1.3105809E-5,0.0022552002,6.915471E-4
240.00,0.0,0.0010036585,0.0,0.0017302393,5.039909E-4
