Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,201.39,0.0049655326,2452,230.88,0.00433133,2138.72
SSanAndreasIndio,277.37,0.0036053,168.14,0.0059474823,2937,178.82,0.0055921557,2761.51
SSAFMCreek1000Palms,261.33,0.0038266,1681.09,5.9485156E-4,293,2400.13,4.1664392E-4,204.92
NSanAndreasFortRoss,306.28,0.003265,183.14,0.005460172,2696,185.98,0.005376997,2654.93
NSanAndreasNorthCoast,263.87,0.0037898,173.55,0.005762052,2845,178.62,0.0055984245,2764.22
CalaverasfaultNorth,618.05,0.001618,164.78,0.0060688066,2995,237.38,0.0042125927,2078.74
ElsinoreTemecula,1019.16,9.812E-4,662.87,0.0015085805,744,690.53,0.0014481557,714.22
ElsinoreWhittier,3196.93,3.128E-4,1437.91,6.9545227E-4,343,1533.64,6.520428E-4,321.48
SSAFCarrizoBidart,114.71,0.0087179,118.20,0.008460012,4177,122.01,0.008196048,4046.69
SanJacintoHogLake,311.78,0.0032074,355.99,0.0028090894,1387,360.12,0.0027768833,1371.1
PuenteHills,3506.31,2.852E-4,4726.16,2.1158833E-4,105,5212.61,1.9184254E-4,95.18
SanGregorioNorth,1019.06,9.813E-4,376.52,0.0026558968,1311,391.96,0.0025513086,1259.28
SanJacintoSuperstition,508.26,0.0019675,1200.57,8.329343E-4,412,1283.89,7.788807E-4,385.16
SSanAndreasWrightwood,106.04,0.0094304,150.68,0.0066363676,3276,152.40,0.0065615433,3239.05
SSanAndreasPitmanCanyon,173.48,0.0057643,142.92,0.0069970614,3454,156.60,0.0063856724,3152.2
SSanAndreasPlungeCreek,205.36,0.0048695,347.26,0.0028797216,1421,431.89,0.0023154023,1142.3
FrazierMountianSSAF,148.57,0.0067307,116.03,0.008618159,4254,121.36,0.0082401,4067.41
NSanAndreasSantaCruzSeg,109.84,0.0091041,118.65,0.008428063,4160,137.06,0.0072961533,3601.32
RodgersCreek,325.31,0.003074,165.14,0.006055381,2990,226.59,0.0044132946,2179.22
GreenValleyMasonRoad,293.31,0.0034094,1770.76,5.647302E-4,279,2373.54,4.2131153E-4,208.09
HaywardfaultNorth,318.34,0.0031413,360.43,0.0027744654,1370,371.91,0.002688844,1327.67
HaywardfaultSouth,167.57,0.0059677,324.99,0.0030769731,1519,366.37,0.0027294767,1347.52
Compton,2658.16,3.762E-4,5921.93,1.6886376E-4,84,6572.88,1.5214032E-4,75.61
SSanAndreasCoachella,178.45,0.0056037,171.35,0.0058360687,2882,183.45,0.0054511703,2691.96
ElsinoreGlenIvy,179.12,0.0055828,561.09,0.0017822571,880,605.60,0.0016512533,815.24
GarlockCentralallevents,1434.93,6.969E-4,621.25,0.0016096607,794,632.19,0.0015818074,780.25
NSanAndreasAlderCreek,869.64,0.0011499,183.55,0.005448016,2690,186.57,0.0053600585,2646.56
SSanAndreasPallettCreek,149.30,0.006698,150.32,0.0066525782,3284,152.11,0.0065742116,3245.31
GarlockWesternallevents,1230.16,8.129E-4,812.50,0.0012307724,608,835.50,0.0011968855,591.23
ElsinoreFaultJulian,3250.98,3.076E-4,1233.22,8.1088644E-4,400,1258.36,7.9468684E-4,392.01
TOTAL,9.08,0.1101451,14.02,0.07133896,35221,15.56,0.06425453,31723.4
