Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
SSanAndreasBurroFlats,205.44,0.0048677,245.11,0.004079757,161,265.80,0.003762163,148.5
SSanAndreasIndio,277.37,0.0036053,213.66,0.0046803597,185,222.71,0.0044900468,177.47
SSAFMCreek1000Palms,261.33,0.0038266,356.76,0.002803005,110,372.10,0.0026874223,105.48
NSanAndreasFortRoss,306.28,0.003265,254.72,0.0039258483,156,257.51,0.0038833919,154.3
NSanAndreasNorthCoast,263.87,0.0037898,239.28,0.004179129,166,242.50,0.0041237907,163.79
CalaverasfaultNorth,618.05,0.001618,340.69,0.0029352189,115,428.76,0.0023322867,91.19
ElsinoreTemecula,1019.16,9.812E-4,1142.10,8.7558E-4,34,1165.73,8.578305E-4,33.32
ElsinoreWhittier,3196.93,3.128E-4,2098.38,4.7655843E-4,18,2181.50,4.5840113E-4,17.34
SSAFCarrizoBidart,114.71,0.0087179,202.47,0.004938991,196,204.71,0.0048850267,193.85
SanJacintoHogLake,311.78,0.0032074,430.75,0.0023215385,93,437.23,0.0022871085,91.61
PuenteHills,3506.31,2.852E-4,7279.80,1.3736646E-4,4,7621.59,1.3120616E-4,3.82
SanGregorioNorth,1019.06,9.813E-4,872.56,0.0011460554,45,886.98,0.0011274265,44.25
SanJacintoSuperstition,508.26,0.0019675,1676.74,5.963946E-4,24,1726.62,5.7916564E-4,23.24
SSanAndreasWrightwood,106.04,0.0094304,198.40,0.005040304,200,200.70,0.004982606,197.69
SSanAndreasPitmanCanyon,173.48,0.0057643,190.73,0.005242929,208,200.82,0.004979526,197.14
SSanAndreasPlungeCreek,205.36,0.0048695,342.27,0.0029216856,116,351.74,0.0028430307,112.9
FrazierMountianSSAF,148.57,0.0067307,201.44,0.004964319,197,204.02,0.004901525,194.5
NSanAndreasSantaCruzSeg,109.84,0.0091041,203.95,0.0049031433,194,217.15,0.004605149,182.22
RodgersCreek,325.31,0.003074,367.43,0.0027216114,108,400.24,0.0024984933,99.17
GreenValleyMasonRoad,293.31,0.0034094,850.74,0.0011754443,47,899.46,0.0011117745,44.42
HaywardfaultNorth,318.34,0.0031413,458.02,0.0021832893,87,480.96,0.0020791537,82.85
HaywardfaultSouth,167.57,0.0059677,496.66,0.0020134668,80,505.23,0.0019793145,78.66
Compton,2658.16,3.762E-4,6184.57,1.6169269E-4,6,6438.01,1.5532749E-4,5.73
SSanAndreasCoachella,178.45,0.0056037,231.25,0.0043242457,171,237.30,0.0042140293,166.64
ElsinoreGlenIvy,179.12,0.0055828,961.11,0.0010404603,41,1007.27,9.927781E-4,39.11
GarlockCentralallevents,1434.93,6.969E-4,839.06,0.0011918149,47,854.70,0.0011700027,46.14
NSanAndreasAlderCreek,869.64,0.0011499,259.75,0.0038498642,153,262.68,0.003806878,151.28
SSanAndreasPallettCreek,149.30,0.006698,199.40,0.0050149756,199,201.45,0.0049640657,196.99
GarlockWesternallevents,1230.16,8.129E-4,989.66,0.0010104518,40,1025.58,9.750571E-4,38.58
ElsinoreFaultJulian,3250.98,3.076E-4,1471.90,6.7939446E-4,26,1511.68,6.6151493E-4,25.32
TOTAL,9.08,0.1101451,25.68,0.03893624,1544,26.74,0.03739064,1482.74
